,item,freq,canon_segm,prs,ROOT_1_FamSize,ROOT_1_Freq,ROOT_1_Length,ROOT_1_PFMF,SUFF_1_FamSize,SUFF_1_Freq,SUFF_1_Length,SUFF_1_PFMF,n_morphemes
30978,paniqué,12.11,(panique)>[VB]>,"(0, 1, 1)",2,32.86,7,50,1600,25208.9699999999,2,16.6875,2
30981,panoramique,0.81,(panoram)>ique>,"(0, 1, 1)",1,0.81,7,0,281,852.449999999999,4,53.3807829181494,2
30984,pansement,6.52,(pan)>ment>,"(0, 1, 1)",4,14.85,3,25,919,5042.80999999999,4,11.860718171926,2
30986,panser,0.5,(pan)>[VB]>,"(0, 1, 1)",4,14.85,3,75,1600,25208.9699999999,2,61.25,2
30987,pantagruéliques,0,(pantagruél)>ique>,"(0, 1, 1)",1,0,10,0,281,852.449999999999,4,94.306049822064,2
30988,pantalonnades,0,(pantalon)>ade>,"(0, 1, 1)",2,37.55,8,50,43,65.47,3,90.6976744186046,2
30989,pantelant,0.1,(pantel)>ant/ent>,"(0, 1, 1)",1,0.1,6,0,522,3302.43999999999,7,79.3103448275862,2
30993,papelard,0.18,(papel)>ard>,"(0, 1, 1)",1,0.18,5,0,52,113.07,3,63.4615384615384,2
30995,paperasse,4.8,(paper)>asse>,"(0, 1, 1)",2,5.85,5,0,14,39.9,4,14.2857142857142,2
30998,papeterie,0.899999999999999,(papet)>erie>,"(0, 1, 1)",1,0.899999999999999,5,0,109,267.479999999999,4,45.8715596330275,2
31000,papillonnant,0,(papillon)>ant/ent>,"(0, 1, 1)",2,12.28,8,50,522,3302.43999999999,7,93.2950191570881,2
31003,paquetage,0.44,(paquet)>age>,"(0, 1, 1)",2,45.4,6,50,201,707.48,3,61.1940298507462,2
31015,parader,0.72,(parade)>[VB]>,"(0, 1, 1)",2,6.22,6,50,1600,25208.9699999999,2,56.1875,2
31017,paradoxal,0.77,(paradox)>al>,"(0, 1, 1)",2,0.99,7,0,200,1125.04,2,54.5,2
31020,paraffinée,0.01,(paraffin)>é>,"(0, 1, 1)",1,0.01,8,0,57,846.24,1,85.9649122807017,2
31036,parallèlement,0.2,(parallèle)>ment>,"(0, 1, 1)",3,3.86,9,33.3333333333333,919,5042.80999999999,4,70.620239390642,2
31037,paralysait,9.52,(paralysie)>[VB]>,"(0, 1, 1)",3,12.9599999999999,9,0,1600,25208.9699999999,2,18.875,2
31047,paralytique,0.84,(paralysie)>ique>,"(0, 1, 1)",3,12.9599999999999,9,66.6666666666666,281,852.449999999999,4,51.9572953736654,2
31049,paranoïaque,3.33,(parano)>ique>,"(0, 1, 1)",3,10.5,6,33.3333333333333,281,852.449999999999,4,22.7758007117437,2
31054,parasitaires,0.03,(parasite)>aire>,"(0, 1, 1)",2,9.99999999999999,8,50,179,853.76,4,92.1787709497206,2
31060,parcheminés,0,(parchemin)>[VB]>,"(0, 1, 1)",2,3.47,9,50,1600,25208.9699999999,2,91.125,2
31061,parcimonieux,0,(parcimon)>eux>,"(0, 1, 1)",1,0,8,0,271,1027.7,3,93.7269372693726,2
31078,pardonnait,136.44,(pardon)>[VB]>,"(0, 1, 1)",3,402.729999999999,6,33.3333333333333,1600,25208.9699999999,2,2.25,2
31097,pareillement,1.57,(pareil)>ment>,"(0, 1, 1)",3,154.62,6,33.3333333333333,919,5042.80999999999,4,31.3384113166485,2
31103,paresseuse,8.46,(paresse)>eux>,"(0, 1, 1)",3,11.03,7,0,271,1027.7,3,7.380073800738,2
31108,parfaitement,45.48,(parfait)>ment>,"(0, 1, 1)",10,182.27,7,10,919,5042.80999999999,4,1.95865070729053,2
31110,parfumait,3.23999999999999,(parfum)>[VB]>,"(0, 1, 1)",3,33.7,6,33.3333333333333,1600,25208.9699999999,2,33.5,2
31114,parfumerie,0.47,(parfum)>erie>,"(0, 1, 1)",3,33.7,6,66.6666666666666,109,267.479999999999,4,62.3853211009174,2
31115,paria,80.09,(pari)>[VB]>,"(0, 1, 1)",3,111.63,4,0,1600,25208.9699999999,2,3.9375,2
31122,parisien,4.93,(pari)>ien>,"(0, 1, 1)",3,111.63,4,66.6666666666666,66,291.01,3,21.2121212121212,2
31132,parlant,21.02,(parler)>ant/ent>,"(0, 1, 1)",10,2015.93,6,20,522,3302.43999999999,7,5.3639846743295,2
31137,parlementaire,1.05,(parlement)>aire>,"(0, 1, 1)",2,1.05,9,0,179,853.76,4,60.3351955307262,2
31153,parleur,1.2,(parler)>eur>,"(0, 1, 1)",10,2015.93,6,60,501,2127.06,3,44.7105788423153,2
31154,parlez,184.69,(parler)>[VB]>,"(0, 1, 1)",10,2015.93,6,10,1600,25208.9699999999,2,1.5625,2
31157,parloir,2.64,(parler)>oir>,"(0, 1, 1)",10,2015.93,6,50,28,113.06,3,32.1428571428571,2
31159,parlotaient,0,(parler)>ot[VB]>,"(0, 1, 1)",10,2015.93,6,90,8,2.77,5,75,2
31160,parodiai,0,(parodie)>[VB]>,"(0, 1, 1)",3,1.27,7,66.6666666666666,1600,25208.9699999999,2,91.125,2
31162,parodiques,0.01,(parodie)>ique>,"(0, 1, 1)",3,1.27,7,33.3333333333333,281,852.449999999999,4,89.6797153024911,2
31163,paroissiens,0.94,(paroisse)>ien>,"(0, 1, 1)",2,6.35999999999999,8,50,66,291.01,3,37.8787878787878,2
31164,parolier,0.06,(parole)>ier>,"(0, 1, 1)",2,103.539999999999,6,50,181,847.1,3,87.292817679558,2
31165,parquait,0.04,(parqu)>[VB]>,"(0, 1, 1)",1,0.04,5,0,1600,25208.9699999999,2,79.8125,2
31168,parrainant,0.05,(parrain)>[VB]>,"(0, 1, 1)",2,10.42,7,50,1600,25208.9699999999,2,78.25,2
31174,partagé,59.51,(partage)>[VB]>,"(0, 1, 1)",2,81.31,7,0,1600,25208.9699999999,2,5.0625,2
31195,partance,0.77,(partir)>nce>,"(0, 1, 1)",15,1760.78999999999,6,66.6666666666666,213,1491.29,3,60.093896713615,2
31196,partant,12.19,(partir)>ant/ent>,"(0, 1, 1)",15,1760.78999999999,6,20,522,3302.43999999999,7,8.62068965517241,2
31199,partenariat,1.47,(partenaire)>at>,"(0, 1, 1)",2,30.0199999999999,10,50,36,166.91,2,36.1111111111111,2
31200,parti,215.74,(partir)>[VB]>,"(0, 1, 1)",15,1760.78999999999,6,6.66666666666666,1600,25208.9699999999,2,1.3125,2
31205,participant,2.06,(participer)>ant/ent>,"(0, 1, 1)",3,35.27,10,66.6666666666666,522,3302.43999999999,7,32.183908045977,2
31207,participation,3.11,(participer)>ion>,"(0, 1, 1)",3,35.27,10,33.3333333333333,766,3498.54,3,31.8537859007832,2
31218,partiel,1.84999999999999,(partir)>el>,"(0, 1, 1)",15,1760.78999999999,6,46.6666666666666,153,1103.39999999999,2,41.1764705882352,2
31236,partisan,5.77999999999999,(partir)>an>,"(0, 1, 1)",15,1760.78999999999,6,33.3333333333333,5,29.2899999999999,2,20,2
31238,partition,3.48999999999999,(partir)>ion>,"(0, 1, 1)",15,1760.78999999999,6,40,766,3498.54,3,29.1122715404699,2
31242,parure,1,(parer)>ure>,"(0, 1, 1)",13,316.24,5,61.5384615384615,122,595.65,3,50.8196721311475,2
31247,parution,0.36,(parer)>ion>,"(0, 1, 1)",13,316.24,5,84.6153846153846,766,3498.54,3,78.3289817232376,2
31269,passable,0.34,(passe)>able>,"(0, 1, 1)",10,92.53,5,80,313,1042.69,4,70.2875399361022,2
31271,passage,44.73,(passe)>age>,"(0, 1, 1)",10,92.53,5,0,201,707.48,3,0.497512437810945,2
31281,passant,14.21,(passe)>ant/ent>,"(0, 1, 1)",10,92.53,5,20,522,3302.43999999999,7,7.66283524904214,2
31297,passerelle,4.5,(passe)>erelle>,"(0, 1, 1)",10,92.53,5,30,2,7.8,6,0,2
31305,passeur,1.65,(passe)>eur>,"(0, 1, 1)",10,92.53,5,40,501,2127.06,3,38.7225548902195,2
31310,passionnait,9.74,(passion)>[VB]>,"(0, 1, 1)",6,66.34,7,33.3333333333333,1600,25208.9699999999,2,18.5,2
31311,passionnant,8.98,(passion)>ant/ent>,"(0, 1, 1)",6,66.34,7,50,522,3302.43999999999,7,11.4942528735632,2
31317,passionnel,1.18,(passion)>el>,"(0, 1, 1)",6,66.34,7,83.3333333333333,153,1103.39999999999,2,48.3660130718954,2
31319,passionnément,1.38,(passion)>ément>,"(0, 1, 1)",6,66.34,7,66.6666666666666,28,105.3,5,42.8571428571428,2
31326,passivement,0.29,(passif)>ment>,"(0, 1, 1)",3,5.01,6,66.6666666666666,919,5042.80999999999,4,65.1795429815016,2
31327,passivité,0.46,(passif)>ité>,"(0, 1, 1)",3,5.01,6,33.3333333333333,334,1491.88,3,66.4670658682634,2
31328,passoire,1.27,(passe)>oire>,"(0, 1, 1)",10,92.53,5,50,47,114.259999999999,4,38.2978723404255,2
31330,pasticha,0,(pastiche)>[VB]>,"(0, 1, 1)",1,0,8,0,1600,25208.9699999999,2,91.125,2
31338,pâté,7,(pâte)>[VB]>,"(0, 1, 1)",4,25.43,4,25,1600,25208.9699999999,2,22.8125,2
31341,paternel,4.01,(père)>el>,"(0, 1, 1)",6,905.68,4,16.6666666666666,153,1103.39999999999,2,29.4117647058823,2
31344,paternité,1.97,(père)>ité>,"(0, 1, 1)",6,905.68,4,50,334,1491.88,3,32.9341317365269,2
31345,pâtés,1.96,(pâte)>é>,"(0, 1, 1)",4,25.43,4,50,57,846.24,1,28.0701754385964,2
31346,pâteuse,0.08,(pâte)>eux>,"(0, 1, 1)",4,25.43,4,75,271,1027.7,3,77.8597785977859,2
31351,patibulaires,0.02,(patibul)>aire>,"(0, 1, 1)",1,0.02,7,0,179,853.76,4,93.2960893854748,2
31352,patiemment,1.75,(patient)>ment>,"(0, 1, 1)",8,142.75,7,62.5,919,5042.80999999999,4,29.1621327529923,2
31353,patiente,22.31,(patient)>[VB]>,"(0, 1, 1)",8,142.75,7,25,1600,25208.9699999999,2,12.0625,2
31357,patinage,1.25,(patin)>age>,"(0, 1, 1)",5,8.29,5,40,201,707.48,3,39.8009950248756,2
31358,patinait,2.05,(patin)>[VB]>,"(0, 1, 1)",5,8.29,5,20,1600,25208.9699999999,2,39.625,2
31365,patinette,0.01,(patin)>ette>,"(0, 1, 1)",5,8.29,5,80,110,295.429999999999,4,92.7272727272727,2
31366,patinoire,1.21,(patin)>oire>,"(0, 1, 1)",5,8.29,5,60,47,114.259999999999,4,42.5531914893617,2
31368,pâtisserie,5.1,(pâtiss)>erie>,"(0, 1, 1)",2,7.07,6,0,109,267.479999999999,4,8.25688073394495,2
31370,pâtissier,1.97,(pâtiss)>ier>,"(0, 1, 1)",2,7.07,6,50,181,847.1,3,32.0441988950276,2
31374,patriote,4.63,(patrie)>ote>,"(0, 1, 1)",7,38.8899999999999,6,28.5714285714285,8,15.2499999999999,3,12.5,2
31379,patronage,0.07,(patron)>age>,"(0, 1, 1)",4,141.879999999999,6,50,201,707.48,3,77.1144278606965,2
31380,patronat,0.51,(patron)>at>,"(0, 1, 1)",4,141.879999999999,6,25,36,166.91,2,63.8888888888888,2
31381,patronna,0.04,(patron)>[VB]>,"(0, 1, 1)",4,141.879999999999,6,75,1600,25208.9699999999,2,79.8125,2
31385,patrouiller,1.02,(patrouille)>[VB]>,"(0, 1, 1)",3,17.05,10,66.6666666666666,1600,25208.9699999999,2,51.2499999999999,2
31387,patrouilleur,1.15,(patrouille)>eur>,"(0, 1, 1)",3,17.05,10,33.3333333333333,501,2127.06,3,45.7085828343313,2
31388,pâturages,1.29,(pâture)>age>,"(0, 1, 1)",2,3.02,6,50,201,707.48,3,38.8059701492537,2
31389,pauma,8.59,(paume)>[VB]>,"(0, 1, 1)",2,12.1299999999999,5,0,1600,25208.9699999999,2,19.8125,2
31398,pauser,0.01,(pause)>[VB]>,"(0, 1, 1)",3,29.08,5,66.6666666666666,1600,25208.9699999999,2,86.3125,2
31399,pauvrement,0.31,(pauvre)>ment>,"(0, 1, 1)",3,253.9,6,66.6666666666666,919,5042.80999999999,4,64.2002176278563,2
31400,pauvreté,7.04,(pauvre)>ité>,"(0, 1, 1)",3,253.9,6,33.3333333333333,334,1491.88,3,10.4790419161676,2
31404,pavement,0,(paver)>ment>,"(0, 1, 1)",2,4.03,5,50,919,5042.80999999999,4,93.4711643090315,2
31406,pavillonnaire,0.03,(pavillon)>aire>,"(0, 1, 1)",2,5.97999999999999,8,50,179,853.76,4,92.1787709497206,2
31412,payable,0.58,(payer)>able>,"(0, 1, 1)",5,447.669999999999,5,40,313,1042.69,4,59.1054313099041,2
31434,pêché,13.2999999999999,(pêche)>[VB]>,"(0, 1, 1)",5,52.8899999999999,5,20,1600,25208.9699999999,2,15.8124999999999,2
31440,pécheur,8.26,(pécher)>eur>,"(0, 1, 1)",2,10.14,6,0,501,2127.06,3,10.379241516966,2
31441,pêcheur,10.29,(pêche)>eur>,"(0, 1, 1)",5,52.8899999999999,5,40,501,2127.06,3,8.58283433133732,2
31445,pectoraux,0.71,(pector)>al>,"(0, 1, 1)",1,0.71,6,0,200,1125.04,2,56,2
31446,pécuniaire,0.11,(pécun)>aire>,"(0, 1, 1)",1,0.11,5,0,179,853.76,4,86.0335195530726,2
31450,pédalait,0.64,(pédale)>[VB]>,"(0, 1, 1)",2,11.28,6,50,1600,25208.9699999999,2,57.75,2
31455,peigna,4.90999999999999,(peigne)>[VB]>,"(0, 1, 1)",3,12.4899999999999,6,33.3333333333333,1600,25208.9699999999,2,27.75,2
31470,peinaient,2.46,(peine)>[VB]>,"(0, 1, 1)",3,209.43,5,66.6666666666666,1600,25208.9699999999,2,37.1875,2
31473,peinard,3.91,(peine)>ard>,"(0, 1, 1)",3,209.43,5,33.3333333333333,52,113.07,3,19.2307692307692,2
31482,peinture,29.5299999999999,(peint)>ure>,"(0, 1, 1)",5,45.8499999999999,5,0,122,595.65,3,4.0983606557377,2
31485,péjoratif,0.08,(péjor)>if>,"(0, 1, 1)",1,0.08,5,0,168,409.409999999999,2,79.7619047619047,2
31492,pèlerinage,2.32,(pèlerin)>age>,"(0, 1, 1)",2,6.08,7,50,201,707.48,3,24.8756218905472,2
31494,pelletées,0.29,(pelle)>et[VB]>,"(0, 1, 1)",2,10.39,5,50,3,0.99,5,33.3333333333333,2
31497,peloter,2.9,(pelote)>[VB]>,"(0, 1, 1)",2,4.4,6,0,1600,25208.9699999999,2,34.5625,2
31499,pelotonna,0,(peloton)>[VB]>,"(0, 1, 1)",2,7.15,7,50,1600,25208.9699999999,2,91.125,2
31503,pelucheux,0.27,(peluche)>eux>,"(0, 1, 1)",2,3.52,7,50,271,1027.7,3,66.0516605166051,2
31504,pelure,0.38,(peler)>ure>,"(0, 1, 1)",3,1.83999999999999,5,66.6666666666666,122,595.65,3,68.8524590163934,2
31506,pénal,3.78,(pén)>al>,"(0, 1, 1)",4,4.58,3,0,200,1125.04,2,25,2
31511,penaud,0.2,(pen)>aud>,"(0, 1, 1)",1,0.2,3,0,6,106.029999999999,3,50,2
31517,penchant,3.53,(pencher)>ant/ent>,"(0, 1, 1)",2,20.2299999999999,7,50,522,3302.43999999999,7,24.1379310344827,2
31530,pendaison,2.78,(pendre)>on>,"(0, 1, 1)",9,374.139999999999,6,44.4444444444444,109,331.19,2,25.6880733944954,2
31532,pendant,320.55,(pendre)>ant/ent>,"(0, 1, 1)",9,374.139999999999,6,0,522,3302.43999999999,7,0,2
31537,penderie,1.84,(pendre)>erie>,"(0, 1, 1)",9,374.139999999999,6,55.5555555555555,109,267.479999999999,4,22.9357798165137,2
31552,pénétrant,1.02,(pénétrer)>ant/ent>,"(0, 1, 1)",4,20.75,8,50,522,3302.43999999999,7,45.9770114942528,2
31554,pénétration,1.91,(pénétrer)>ion>,"(0, 1, 1)",4,20.75,8,25,766,3498.54,3,43.2114882506527,2
31562,péniblement,0.74,(pénible)>ment>,"(0, 1, 1)",2,14.5,7,50,919,5042.80999999999,4,47.442872687704,2
31566,pénitence,2.96,(pénitent)>nce>,"(0, 1, 1)",3,6.24,8,0,213,1491.29,3,31.9248826291079,2
31568,pénitentiaire,2.79,(pénitent)>aire>,"(0, 1, 1)",3,6.24,8,33.3333333333333,179,853.76,4,35.754189944134,2
31576,pensant,11.2199999999999,(penser)>ant/ent>,"(0, 1, 1)",7,1549.17,6,14.2857142857142,522,3302.43999999999,7,9.38697318007662,2
31591,penseur,1.64,(penser)>eur>,"(0, 1, 1)",7,1549.17,6,57.1428571428571,501,2127.06,3,38.9221556886227,2
31596,pensif,0.799999999999999,(penser)>if>,"(0, 1, 1)",7,1549.17,6,71.4285714285714,168,409.409999999999,2,51.7857142857142,2
31598,pensionnaire,2.41,(pension)>aire>,"(0, 1, 1)",3,20.73,7,33.3333333333333,179,853.76,4,41.8994413407821,2
31600,pensionnat,1.87,(pension)>at>,"(0, 1, 1)",3,20.73,7,66.6666666666666,36,166.91,2,30.5555555555555,2
31605,pentu,0.05,(pente)>[VB]>,"(0, 1, 1)",3,5.06,5,66.6666666666666,1600,25208.9699999999,2,78.25,2
31607,pépiement,1.16,(pépier)>ment>,"(0, 1, 1)",1,1.16,6,0,919,5042.80999999999,4,37.7584330794341,2
31609,pépinière,0.45,(pépin)>ère>,"(0, 1, 1)",3,5.60999999999999,5,33.3333333333333,49,86.54,3,48.9795918367346,2
31612,perçage,0.03,(percevoir)>age>,"(0, 1, 1)",9,44.7399999999999,9,88.8888888888888,201,707.48,3,82.0895522388059,2
31615,perçant,0.85,(percevoir)>ant/ent>,"(0, 1, 1)",9,44.7399999999999,9,44.4444444444444,522,3302.43999999999,7,50.7662835249042,2
31622,percepteur,1.09,(percevoir)>eur>,"(0, 1, 1)",9,44.7399999999999,9,33.3333333333333,501,2127.06,3,47.50499001996,2
31623,perceptible,0.46,(percevoir)>able>,"(0, 1, 1)",9,44.7399999999999,9,66.6666666666666,313,1042.69,4,63.258785942492,2
31625,perception,2.93,(percevoir)>ion>,"(0, 1, 1)",9,44.7399999999999,9,22.2222222222222,766,3498.54,3,33.0287206266318,2
31634,perché,1.74,(perche)>[VB]>,"(0, 1, 1)",3,8.45,6,33.3333333333333,1600,25208.9699999999,2,42.625,2
31640,perchoir,0.43,(perche)>oir>,"(0, 1, 1)",3,8.45,6,66.6666666666666,28,113.06,3,60.7142857142857,2
31641,percolateurs,0.02,(percol)>eur>,"(0, 1, 1)",1,0.02,6,0,501,2127.06,3,88.0239520958083,2
31643,percussion,1.05,(percuter)>ion>,"(0, 1, 1)",4,5.01,8,25,766,3498.54,3,58.0939947780678,2
31650,perdant,10.14,(perdre)>ant/ent>,"(0, 1, 1)",7,591.38,6,14.2857142857142,522,3302.43999999999,7,9.96168582375478,2
31659,perdition,1.18,(perdre)>ion>,"(0, 1, 1)",7,591.38,6,28.5714285714285,766,3498.54,3,55.0913838120104,2
31678,pérégrinations,0.06,(pérégrin)>ion>,"(0, 1, 1)",1,0.06,8,0,766,3498.54,3,90.9921671018276,2
31679,péremptoire,0,(pérempt)>oire>,"(0, 1, 1)",1,0,7,0,47,114.259999999999,4,91.4893617021276,2
31681,perfection,7.76,(parfait)>ion>,"(0, 1, 1)",10,182.27,7,20,766,3498.54,3,14.751958224543,2
31687,perfidie,1.17,(perfide)>ie>,"(0, 1, 1)",2,3.65,7,50,59,435.78,2,59.322033898305,2
31688,perforeuse,0.04,(perforer)>euse>,"(0, 1, 1)",1,0.04,8,0,14,20.61,4,78.5714285714285,2
31689,performance,4.71,(performer)>nce>,"(0, 1, 1)",2,5.18999999999999,9,0,213,1491.29,3,25.8215962441314,2
31691,performant,0.48,(performer)>ant/ent>,"(0, 1, 1)",2,5.18999999999999,9,50,522,3302.43999999999,7,60.727969348659,2
31693,périlleuse,1.22,(péril)>eux>,"(0, 1, 1)",2,8.99,5,50,271,1027.7,3,36.90036900369,2
31698,périodique,0.19,(période)>ique>,"(0, 1, 1)",3,26.02,7,33.3333333333333,281,852.449999999999,4,75.0889679715302,2
31702,périphérique,0.82,(périphérie)>ique>,"(0, 1, 1)",2,2.13,10,50,281,852.449999999999,4,53.0249110320284,2
31706,périssable,0.12,(périr)>able>,"(0, 1, 1)",5,8.88999999999999,5,40,313,1042.69,4,82.4281150159744,2
31707,perlaient,0.04,(perle)>[VB]>,"(0, 1, 1)",2,10.6499999999999,5,50,1600,25208.9699999999,2,79.8125,2
31713,permanence,5.85,(permanent)>nce>,"(0, 1, 1)",2,14.6399999999999,9,50,213,1491.29,3,23.0046948356807,2
31717,perméable,0.19,(permé)>able>,"(0, 1, 1)",2,2.81,5,50,313,1042.69,4,77.6357827476038,2
31734,permission,30.11,(permettre)>ion>,"(0, 1, 1)",2,207.81,9,50,766,3498.54,3,2.21932114882506,2
31736,permissions,1.07,(permiss)>ion>,"(0, 1, 1)",2,1.21,7,0,766,3498.54,3,57.5718015665796,2
31742,perpendiculairement,0.02,(perpendiculaire)>ment>,"(0, 1, 1)",1,0.02,15,0,919,5042.80999999999,4,88.683351468988,2
31746,perpétuel,3,(perpétuer)>el>,"(0, 1, 1)",4,8.1,9,25,153,1103.39999999999,2,35.2941176470588,2
31753,perpétuité,3.11,(perpétuer)>ité>,"(0, 1, 1)",4,8.1,9,0,334,1491.88,3,21.5568862275449,2
31754,perplexité,0.21,(perplexe)>ité>,"(0, 1, 1)",3,2.47999999999999,8,33.3333333333333,334,1491.88,3,78.1437125748503,2
31755,perplexités,0,(perplexe)>ités>,"(0, 1, 1)",3,2.47999999999999,8,66.6666666666666,60,83.33,4,83.3333333333333,2
31756,perquisition,3.54,(perquis)>ion>,"(0, 1, 1)",1,3.54,7,0,766,3498.54,3,28.8511749347258,2
31757,persan,0.34,(perse)>an>,"(0, 1, 1)",2,0.71,5,50,5,29.2899999999999,2,80,2
31760,persécuteur,0.26,(persécuter)>eur>,"(0, 1, 1)",3,4.18999999999999,10,66.6666666666666,501,2127.06,3,69.4610778443113,2
31762,persécution,2.4,(persécuter)>ion>,"(0, 1, 1)",3,4.18999999999999,10,0,766,3498.54,3,37.2062663185378,2
31764,persévérance,0.75,(persévérer)>nce>,"(0, 1, 1)",3,1.23,10,0,213,1491.29,3,61.5023474178403,2
31765,persévérantes,0,(persévérer)>ant/ent>,"(0, 1, 1)",3,1.23,10,66.6666666666666,522,3302.43999999999,7,93.2950191570881,2
31767,persienne,0.37,(perse)>ien>,"(0, 1, 1)",2,0.71,5,0,66,291.01,3,53.030303030303,2
31770,persillé,0,(persil)>[VB]>,"(0, 1, 1)",2,1.75,6,50,1600,25208.9699999999,2,91.125,2
31773,persistance,0.17,(persister)>nce>,"(0, 1, 1)",3,2.9,9,66.6666666666666,213,1491.29,3,84.9765258215962,2
31774,persistant,0.5,(persister)>ant/ent>,"(0, 1, 1)",3,2.9,9,33.3333333333333,522,3302.43999999999,7,60.1532567049808,2
31778,personnage,31.6199999999999,(personne)>age>,"(0, 1, 1)",8,1026.06,8,25,201,707.48,3,0.99502487562189,2
31784,personnel,83.6699999999999,(personne)>el>,"(0, 1, 1)",8,1026.06,8,12.5,153,1103.39999999999,2,0.65359477124183,2
31789,perspicacité,0.95,(perspicace)>ité>,"(0, 1, 1)",2,3.11,10,50,334,1491.88,3,47.9041916167664,2
31799,persuasif,0.8,(persuader)>if>,"(0, 1, 1)",3,21.4299999999999,9,66.6666666666666,168,409.409999999999,2,51.1904761904761,2
31800,persuasion,0.81,(persuader)>ion>,"(0, 1, 1)",3,21.4299999999999,9,33.3333333333333,766,3498.54,3,63.5770234986945,2
31801,pertinemment,0.77,(pertinent)>ment>,"(0, 1, 1)",3,1.83,9,0,919,5042.80999999999,4,46.6811751904243,2
31802,perturbants,0.04,(perturber)>ant/ent>,"(0, 1, 1)",6,15.3799999999999,9,66.6666666666666,522,3302.43999999999,7,85.4406130268199,2
31803,perturbateurs,0.15,(perturber)>eur>,"(0, 1, 1)",6,15.3799999999999,9,33.3333333333333,501,2127.06,3,76.8463073852295,2
31804,perturbation,1.79,(perturber)>ion>,"(0, 1, 1)",6,15.3799999999999,9,16.6666666666666,766,3498.54,3,44.3864229765013,2
31811,perversion,3,(pervers)>ion>,"(0, 1, 1)",4,18.03,7,25,766,3498.54,3,32.5065274151436,2
31813,perversité,0.72,(pervers)>ité>,"(0, 1, 1)",4,18.03,7,75,334,1491.88,3,56.5868263473053,2
31814,perverti,0.89,(pervers)>[VB]>,"(0, 1, 1)",4,18.03,7,50,1600,25208.9699999999,2,53.3749999999999,2
31821,pesant,3.38999999999999,(peser)>ant/ent>,"(0, 1, 1)",7,27.17,5,14.2857142857142,522,3302.43999999999,7,24.7126436781609,2
31832,pessimisme,0.75,(pessim)>isme>,"(0, 1, 1)",2,2.6,6,50,91,100.85,4,41.7582417582417,2
31833,pessimiste,1.85,(pessim)>iste>,"(0, 1, 1)",2,2.6,6,0,119,322.749999999999,4,24.3697478991596,2
31835,pestait,0.03,(peste)>[VB]>,"(0, 1, 1)",5,19.41,5,80,1600,25208.9699999999,2,81.625,2
31839,pétaradaient,0.01,(pétarader)>[VB]>,"(0, 1, 1)",2,0.2,9,50,1600,25208.9699999999,2,86.3125,2
31843,pétard,7.18999999999999,(pét)>ard>,"(0, 1, 1)",6,16.44,3,16.6666666666666,52,113.07,3,7.69230769230769,2
31845,pétillant,0.779999999999999,(pét)>ill[VB]>,"(0, 1, 1)",6,16.44,3,33.3333333333333,8,11.1999999999999,6,25,2
31849,petitement,0.14,(petit)>ment>,"(0, 1, 1)",5,1341.18,5,20,919,5042.80999999999,4,74.537540805223,2
31850,petitesse,0.08,(petit)>esse>,"(0, 1, 1)",5,1341.18,5,40,39,279.86,4,92.3076923076923,2
31853,pétrifié,2.47,(pétr)>ifi[VB]>,"(0, 1, 1)",1,2.47,4,0,33,315.52,6,33.3333333333333,2
31861,pétrolette,0.02,(pétrole)>ette>,"(0, 1, 1)",3,14.47,7,66.6666666666666,110,295.429999999999,4,89.0909090909091,2
31862,pétrolier,0.74,(pétrole)>ier>,"(0, 1, 1)",3,14.47,7,33.3333333333333,181,847.1,3,55.8011049723756,2
31864,peuplaient,3.77,(peuple)>[VB]>,"(0, 1, 1)",4,116.079999999999,6,25,1600,25208.9699999999,2,31.6875,2
31870,peuplements,0,(peuple)>ment>,"(0, 1, 1)",4,116.079999999999,6,75,919,5042.80999999999,4,93.4711643090315,2
31873,peureuse,3.17999999999999,(peur)>eux>,"(0, 1, 1)",3,562.03,4,33.3333333333333,271,1027.7,3,18.0811808118081,2
31875,phalliques,0.05,(phall)>ique>,"(0, 1, 1)",1,0.05,5,0,281,852.449999999999,4,85.4092526690391,2
31878,pharmacien,3.54,(pharmacie)>ien>,"(0, 1, 1)",3,15.1,9,33.3333333333333,66,291.01,3,24.2424242424242,2
31880,phénoménal,0.77,(phénomène)>al>,"(0, 1, 1)",3,11.5799999999999,9,33.3333333333333,200,1125.04,2,54.5,2
31891,phosphorescences,0,(phosphore)>nce>,"(0, 1, 1)",3,1.98,9,66.6666666666666,213,1491.29,3,96.244131455399,2
31892,phosphorescent,0.38,(phosphore)>ant/ent>,"(0, 1, 1)",3,1.98,9,33.3333333333333,522,3302.43999999999,7,63.6015325670498,2
31913,physiquement,8.72,(physique)>ment>,"(0, 1, 1)",3,39.69,8,33.3333333333333,919,5042.80999999999,4,9.35799782372143,2
31917,piaffants,0,(piaffer)>ant/ent>,"(0, 1, 1)",3,0.02,7,33.3333333333333,522,3302.43999999999,7,93.2950191570881,2
31919,piaffements,0,(piaffer)>ment>,"(0, 1, 1)",3,0.02,7,33.3333333333333,919,5042.80999999999,4,93.4711643090315,2
31922,piaillant,0,(piailler)>ant/ent>,"(0, 1, 1)",2,5.37,8,50,522,3302.43999999999,7,93.2950191570881,2
31923,piaillement,5.37,(piailler)>ment>,"(0, 1, 1)",2,5.37,8,0,919,5042.80999999999,4,13.7105549510337,2
