,item,freq,canon_segm,prs,PREF_1_FamSize,PREF_1_Freq,PREF_1_Length,PREF_1_PFMF,ROOT_1_FamSize,ROOT_1_Freq,ROOT_1_Length,ROOT_1_PFMF,SUFF_1_FamSize,SUFF_1_Freq,SUFF_1_Length,SUFF_1_PFMF,n_morphemes
20354,disjoncté,1.65,<dé<(joindre)>[VB]>,"(1, 1, 1)",422,1752.69,2,31.042654028436,17,174.299999999999,7,17.6470588235294,1600,25208.9699999999,2,43.6875,3
20355,disjoncteur,1.34,<dé<(joindre)>eur>,"(1, 1, 1)",422,1752.69,2,35.781990521327,17,174.299999999999,7,23.5294117647058,501,2127.06,3,42.5149700598802,3
20362,disparaissant,0.33,<dé<(paraiss)>ant/ent>,"(1, 1, 1)",422,1752.69,2,58.7677725118483,1,0.33,7,0,522,3302.43999999999,7,65.5172413793103,3
20373,disparition,16.33,<dé<(paraître)>ion>,"(1, 1, 1)",422,1752.69,2,6.39810426540284,15,191.39,8,26.6666666666666,766,3498.54,3,6.39686684073107,3
20442,disqualifiés,0.23,<dé<(qualité)>ifi[VB]>,"(1, 1, 1)",422,1752.69,2,63.9810426540284,4,40.7399999999999,7,75,33,315.52,6,66.6666666666666,3
20444,dissemblables,0.03,<dé<(sembler)>able>,"(1, 1, 1)",422,1752.69,2,79.3838862559241,11,430.199999999999,7,90.9090909090909,313,1042.69,4,87.220447284345,3
20475,dissociation,0.32,<dé<(socio)>ion>,"(1, 1, 1)",422,1752.69,2,59.7156398104265,14,177.549999999999,5,64.2857142857142,766,3498.54,3,79.7650130548302,3
20477,dissociative,0.1,<dé<(socio)>if>,"(1, 1, 1)",422,1752.69,2,72.0379146919431,14,177.549999999999,5,78.5714285714285,168,409.409999999999,2,77.9761904761904,3
20479,dissolution,0.8,<dé<(soudre)>ion>,"(1, 1, 1)",422,1752.69,2,47.3933649289099,4,342.36,6,50,766,3498.54,3,63.9686684073107,3
20509,distorsion,0.8,<dé<(tordre)>ion>,"(1, 1, 1)",422,1752.69,2,47.3933649289099,11,25.4,6,36.3636363636363,766,3498.54,3,63.9686684073107,3
20844,dysfonctionnement,0.77,<dys<(fonction)>ment>,"(1, 1, 1)",2,0.86,3,0,7,75.05,8,57.1428571428571,919,5042.80999999999,4,46.6811751904243,3
20881,ébranlement,0.01,<é<(branler)>ment>,"(1, 1, 1)",86,320.17,1,88.3720930232558,2,3.25,7,50,919,5042.80999999999,4,90.0979325353645,3
20884,ébréché,0.94,<é<(brèche)>[VB]>,"(1, 1, 1)",86,320.17,1,40.6976744186046,2,4.76,6,50,1600,25208.9699999999,2,52.8124999999999,3
20890,ébruite,0.58,<é<(bruit)>[VB]>,"(1, 1, 1)",86,320.17,1,52.3255813953488,6,102.59,5,66.6666666666666,1600,25208.9699999999,2,59.25,3
20891,ébullition,0.79,<é<(bulle)>ion>,"(1, 1, 1)",86,320.17,1,44.1860465116279,2,9.12999999999999,5,50,766,3498.54,3,64.621409921671,3
20967,échaudés,2.57,<é<(chaud)>[VB]>,"(1, 1, 1)",86,320.17,1,20.9302325581395,14,223.56,5,35.7142857142857,1600,25208.9699999999,2,36.5625,3
20971,échauffement,0.62,<é<(chaud)>ment>,"(1, 1, 1)",86,320.17,1,47.6744186046511,14,223.56,5,71.4285714285714,919,5042.80999999999,4,49.9455930359086,3
20977,échevelée,0.02,<é<(cheveux)>[VB]>,"(1, 1, 1)",86,320.17,1,86.0465116279069,4,125.299999999999,7,75,1600,25208.9699999999,2,83.4375,3
20999,éclaira,27.8699999999999,<é<(clair)>[VB]>,"(1, 1, 1)",86,320.17,1,3.48837209302325,16,213.31,5,6.25,1600,25208.9699999999,2,9.5625,3
21000,éclairage,4.33,<é<(clair)>age>,"(1, 1, 1)",86,320.17,1,10.4651162790697,16,213.31,5,25,201,707.48,3,17.910447761194,3
21021,éclaireur,3.57,<é<(clair)>eur>,"(1, 1, 1)",86,320.17,1,13.953488372093,16,213.31,5,31.25,501,2127.06,3,22.9540918163672,3
21060,écoeurait,1.28,<é<(coeur)>[VB]>,"(1, 1, 1)",86,320.17,1,33.7209302325581,5,244.019999999999,5,40,1600,25208.9699999999,2,46.9375,3
21061,écoeurant,1.93,<é<(coeur)>ant/ent>,"(1, 1, 1)",86,320.17,1,23.2558139534883,5,244.019999999999,5,20,522,3302.43999999999,7,33.7164750957854,3
21066,écoeurement,0.14,<é<(coeur)>ment>,"(1, 1, 1)",86,320.17,1,73.2558139534883,5,244.019999999999,5,80,919,5042.80999999999,4,74.537540805223,3
21089,écornée,0.15,<é<(corne)>[VB]>,"(1, 1, 1)",86,320.17,1,72.0930232558139,7,11.2199999999999,5,57.1428571428571,1600,25208.9699999999,2,71.9375,3
21091,écossent,0.03,<é<(cosse)>[VB]>,"(1, 1, 1)",86,320.17,1,84.8837209302325,1,0.03,5,0,1600,25208.9699999999,2,81.625,3
21100,écoulement,0.77,<é<(couler)>ment>,"(1, 1, 1)",86,320.17,1,45.3488372093023,4,59.64,6,75,919,5042.80999999999,4,46.6811751904243,3
21153,écrémé,0.58,<é<(crème)>[VB]>,"(1, 1, 1)",86,320.17,1,52.3255813953488,7,25.74,5,28.5714285714285,1600,25208.9699999999,2,59.25,3
21154,écria,1.5,<é<(cri)>[VB]>,"(1, 1, 1)",86,320.17,1,27.906976744186,6,161.779999999999,3,50,1600,25208.9699999999,2,45,3
21192,écroulement,0.32,<é<(crouler)>ment>,"(1, 1, 1)",86,320.17,1,62.7906976744186,3,15.9499999999999,7,66.6666666666666,919,5042.80999999999,4,63.8737758433079,3
21205,édenté,0.56,<é<(dent)>[VB]>,"(1, 1, 1)",86,320.17,1,54.6511627906976,7,96.9399999999999,4,71.4285714285714,1600,25208.9699999999,2,59.6249999999999,3
21250,effaroucher,0.02,<é<(farouche)>[VB]>,"(1, 1, 1)",86,320.17,1,86.0465116279069,3,2.67,8,66.6666666666666,1600,25208.9699999999,2,83.4375,3
21263,effeuilla,0,<é<(feuille)>[VB]>,"(1, 1, 1)",86,320.17,1,94.1860465116279,11,55.45,7,90.9090909090909,1600,25208.9699999999,2,91.125,3
21268,effila,0,<é<(fil)>[VB]>,"(1, 1, 1)",86,320.17,1,94.1860465116279,16,148.79,3,93.75,1600,25208.9699999999,2,91.125,3
21270,efflanqué,0.14,<é<(flanc)>[VB]>,"(1, 1, 1)",86,320.17,1,73.2558139534883,2,5.71,5,50,1600,25208.9699999999,2,72.5625,3
21314,effréné,0.49,<é<(frein)>[VB]>,"(1, 1, 1)",86,320.17,1,55.813953488372,4,17.91,5,75,1600,25208.9699999999,2,61.625,3
21320,égaieront,0.2,<é<(gai)>[VB]>,"(1, 1, 1)",86,320.17,1,65.1162790697674,4,25.5999999999999,3,75,1600,25208.9699999999,2,69.5625,3
21338,égayé,1.07,<é<(gay)>[VB]>,"(1, 1, 1)",86,320.17,1,37.2093023255814,2,29,3,50,1600,25208.9699999999,2,50.3125,3
21347,égorge,7.18999999999999,<é<(gorge)>[VB]>,"(1, 1, 1)",86,320.17,1,9.30232558139535,7,47.33,5,14.2857142857142,1600,25208.9699999999,2,22.375,3
21354,égouttait,0.1,<é<(goutte)>[VB]>,"(1, 1, 1)",86,320.17,1,77.906976744186,6,32.1,6,50,1600,25208.9699999999,2,75.25,3
21357,égrainer,0.19,<é<(grain)>[VB]>,"(1, 1, 1)",86,320.17,1,67.4418604651162,4,26.76,5,50,1600,25208.9699999999,2,69.8125,3
21358,égratigne,0.07,<é<(gratter)>ign[VB]>,"(1, 1, 1)",86,320.17,1,80.2325581395348,9,15.04,7,33.3333333333333,2,4.04,6,50,3
21365,éhontées,0.01,<é<(honte)>[VB]>,"(1, 1, 1)",86,320.17,1,88.3720930232558,4,113.38,5,75,1600,25208.9699999999,2,86.3125,3
21383,élancement,0.12,<é<(lancer)>ment>,"(1, 1, 1)",86,320.17,1,76.7441860465116,6,107.75,6,83.3333333333333,919,5042.80999999999,4,77.5843307943416,3
21387,élargi,4.23999999999999,<é<(large)>[VB]>,"(1, 1, 1)",86,320.17,1,11.6279069767441,6,39.58,5,33.3333333333333,1600,25208.9699999999,2,30.375,3
21436,élimé,0.01,<é<(lime)>[VB]>,"(1, 1, 1)",86,320.17,1,88.3720930232558,5,2.81,4,80,1600,25208.9699999999,2,86.3125,3
21451,éloigna,43.5999999999999,<é<(loin)>[VB]>,"(1, 1, 1)",86,320.17,1,2.32558139534883,4,304.3,4,25,1600,25208.9699999999,2,6.3125,3
21459,éloignement,1.12,<é<(loin)>ment>,"(1, 1, 1)",86,320.17,1,36.0465116279069,4,304.3,4,75,919,5042.80999999999,4,39.1730141458106,3
21469,élucider,1.31,<é<(lucide)>[VB]>,"(1, 1, 1)",86,320.17,1,32.5581395348837,5,7.48999999999999,6,40,1600,25208.9699999999,2,46.75,3
21484,émarger,0,<é<(marge)>[VB]>,"(1, 1, 1)",86,320.17,1,94.1860465116279,3,14.44,5,66.6666666666666,1600,25208.9699999999,2,91.125,3
21485,emballage,4.6,<en<(balle)>age>,"(1, 1, 1)",218,2094.69,2,23.8532110091743,12,185.73,5,25,201,707.48,3,17.412935323383,3
21487,emballait,17.52,<en<(balle)>[VB]>,"(1, 1, 1)",218,2094.69,2,11.0091743119266,12,185.73,5,16.6666666666666,1600,25208.9699999999,2,13.5625,3
21494,embarcadère,1.1,<en<(barque)>adère>,"(1, 1, 1)",218,2094.69,2,48.1651376146789,9,67.49,6,55.5555555555555,2,1.53,5,0,3
21495,embarcation,0.81,<en<(barque)>ion>,"(1, 1, 1)",218,2094.69,2,52.2935779816513,9,67.49,6,66.6666666666666,766,3498.54,3,63.5770234986945,3
21498,embarqua,24.06,<en<(barque)>[VB]>,"(1, 1, 1)",218,2094.69,2,9.1743119266055,9,67.49,6,0,1600,25208.9699999999,2,11.125,3
21504,embarquement,4.02,<en<(barque)>ment>,"(1, 1, 1)",218,2094.69,2,24.7706422018348,9,67.49,6,33.3333333333333,919,5042.80999999999,4,17.3014145810663,3
21527,embaumait,1.10999999999999,<en<(baume)>[VB]>,"(1, 1, 1)",218,2094.69,2,47.7064220183486,2,2.9,5,50,1600,25208.9699999999,2,49.875,3
21530,embellie,1.2,<en<(beau)>[VB]>,"(1, 1, 1)",218,2094.69,2,44.9541284403669,4,846.05,4,50,1600,25208.9699999999,2,48.125,3
21533,embêtait,33.24,<en<(bête)>[VB]>,"(1, 1, 1)",218,2094.69,2,5.96330275229357,11,210.27,4,18.1818181818181,1600,25208.9699999999,2,8.375,3
21537,embêtements,0.53,<en<(bête)>ment>,"(1, 1, 1)",218,2094.69,2,56.8807339449541,11,210.27,4,54.5454545454545,919,5042.80999999999,4,54.189336235038,3
21543,embobiné,1.96,<en<(bobine)>[VB]>,"(1, 1, 1)",218,2094.69,2,33.48623853211,4,6.88999999999999,6,25,1600,25208.9699999999,2,40.375,3
21546,emboîtage,0,<en<(boîte)>age>,"(1, 1, 1)",218,2094.69,2,90.3669724770642,5,89.53,5,40,201,707.48,3,91.5422885572139,3
21547,emboîtais,0,<en<(boîte)>[VB]>,"(1, 1, 1)",218,2094.69,2,90.3669724770642,5,89.53,5,40,1600,25208.9699999999,2,91.125,3
21548,emboîtement,0,<en<(boîte)>ment>,"(1, 1, 1)",218,2094.69,2,90.3669724770642,5,89.53,5,40,919,5042.80999999999,4,93.4711643090315,3
21550,embouchure,0.68,<en<(bouche)>ure>,"(1, 1, 1)",218,2094.69,2,54.5871559633027,9,136.07,6,66.6666666666666,122,595.65,3,58.1967213114754,3
21551,embourbé,0.59,<en<(bourbe)>[VB]>,"(1, 1, 1)",218,2094.69,2,55.5045871559633,3,1.72,6,33.3333333333333,1600,25208.9699999999,2,58.9375,3
21553,embourgeoisés,0.11,<en<(bourg)>ois>,"(1, 1, 1)",218,2094.69,2,75.2293577981651,6,20.22,5,83.3333333333333,12,80.02,3,83.3333333333333,3
21554,embouteillage,3.93,<en<(bouteille)>age>,"(1, 1, 1)",218,2094.69,2,25.2293577981651,2,61.16,9,50,201,707.48,3,18.9054726368159,3
21556,embouti,1.14,<en<(bout)>[VB]>,"(1, 1, 1)",218,2094.69,2,46.788990825688,5,137.63,4,40,1600,25208.9699999999,2,49.25,3
21558,embranchement,0.42,<en<(branche)>ment>,"(1, 1, 1)",218,2094.69,2,59.6330275229357,6,47.88,7,50,919,5042.80999999999,4,58.9771490750816,3
21559,embrasait,1.77,<en<(braise)>[VB]>,"(1, 1, 1)",218,2094.69,2,37.6146788990825,5,5.55,6,20,1600,25208.9699999999,2,41.875,3
21562,embrasement,0.28,<en<(braise)>ment>,"(1, 1, 1)",218,2094.69,2,63.7614678899082,5,5.55,6,60,919,5042.80999999999,4,65.50598476605,3
21564,embrassa,141,<en<(bras)>[VB]>,"(1, 1, 1)",218,2094.69,2,1.37614678899082,5,291.489999999999,4,20,1600,25208.9699999999,2,2.1875,3
21565,embrassades,0.45,<en<(bras)>ade>,"(1, 1, 1)",218,2094.69,2,58.2568807339449,5,291.489999999999,4,60,43,65.47,3,55.813953488372,3
21587,embrouillage,0.02,<en<(brouiller)>age>,"(1, 1, 1)",218,2094.69,2,84.8623853211009,11,82.22,9,72.7272727272727,201,707.48,3,82.5870646766169,3
21594,embrouillement,0.01,<en<(brouiller)>ment>,"(1, 1, 1)",218,2094.69,2,86.2385321100917,11,82.22,9,81.8181818181818,919,5042.80999999999,4,90.0979325353645,3
21598,embrumé,0.25,<en<(brume)>[VB]>,"(1, 1, 1)",218,2094.69,2,65.137614678899,3,6.47,5,66.6666666666666,1600,25208.9699999999,2,67.625,3
21600,embuer,0.16,<en<(buer)>[VB]>,"(1, 1, 1)",218,2094.69,2,68.8073394495412,3,0.52,4,33.3333333333333,1600,25208.9699999999,2,71,3
21617,émerveillait,1.38,<é<(merveille)>[VB]>,"(1, 1, 1)",86,320.17,1,31.3953488372093,5,117.16,9,60,1600,25208.9699999999,2,46.125,3
21621,émerveillement,0.58,<é<(merveille)>ment>,"(1, 1, 1)",86,320.17,1,50,5,117.16,9,80,919,5042.80999999999,4,51.7954298150163,3
21631,émietta,0.01,<é<(miett)>[VB]>,"(1, 1, 1)",86,320.17,1,88.3720930232558,2,0.01,5,0,1600,25208.9699999999,2,86.3125,3
21633,émiettements,0,<é<(miett)>ment>,"(1, 1, 1)",86,320.17,1,94.1860465116279,2,0.01,5,50,919,5042.80999999999,4,93.4711643090315,3
21635,émigration,0.6,<é<(migrer)>ion>,"(1, 1, 1)",86,320.17,1,48.8372093023255,7,11.79,6,71.4285714285714,766,3498.54,3,69.0600522193211,3
21641,emmagasiné,0.06,<en<(magasin)>[VB]>,"(1, 1, 1)",218,2094.69,2,77.9816513761467,2,60.68,7,50,1600,25208.9699999999,2,77.3125,3
21643,emmanchées,0.01,<en<(manche)>[VB]>,"(1, 1, 1)",218,2094.69,2,86.2385321100917,4,18.92,6,75,1600,25208.9699999999,2,86.3125,3
21651,emménage,12.3499999999999,<en<(ménage)>[VB]>,"(1, 1, 1)",218,2094.69,2,13.7614678899082,11,87.31,6,18.1818181818181,1600,25208.9699999999,2,16.5625,3
21680,emmerdant,57.5199999999999,<en<(merde)>[VB]>,"(1, 1, 1)",218,2094.69,2,4.12844036697247,9,537.439999999999,5,11.1111111111111,1600,25208.9699999999,2,5.25,3
21683,emmerdements,0.77,<en<(merde)>ment>,"(1, 1, 1)",218,2094.69,2,52.7522935779816,9,537.439999999999,5,88.8888888888888,919,5042.80999999999,4,46.6811751904243,3
21687,emmerdeur,5.17,<en<(merde)>eur>,"(1, 1, 1)",218,2094.69,2,22.4770642201834,9,537.439999999999,5,66.6666666666666,501,2127.06,3,14.7704590818363,3
21693,emmura,0.12,<en<(mur)>[VB]>,"(1, 1, 1)",218,2094.69,2,74.7706422018348,6,93.21,3,83.3333333333333,1600,25208.9699999999,2,74.3125,3
21714,empaillée,0.54,<en<(paille)>[VB]>,"(1, 1, 1)",218,2094.69,2,56.4220183486238,9,13.53,6,33.3333333333333,1600,25208.9699999999,2,60.0625,3
21716,empailleur,0.03,<en<(paille)>eur>,"(1, 1, 1)",218,2094.69,2,82.1100917431192,9,13.53,6,55.5555555555555,501,2127.06,3,86.2275449101796,3
21748,empeste,1.87,<en<(peste)>[VB]>,"(1, 1, 1)",218,2094.69,2,35.3211009174311,5,19.41,5,20,1600,25208.9699999999,2,41.1875,3
21754,empierrait,0,<en<(pierre)>[VB]>,"(1, 1, 1)",218,2094.69,2,90.3669724770642,6,67.58,6,50,1600,25208.9699999999,2,91.125,3
21756,empierrement,0,<en<(pierre)>ment>,"(1, 1, 1)",218,2094.69,2,90.3669724770642,6,67.58,6,50,919,5042.80999999999,4,93.4711643090315,3
21762,empila,1.01,<en<(pil)>[VB]>,"(1, 1, 1)",218,2094.69,2,48.6238532110091,2,1.51,3,0,1600,25208.9699999999,2,51.5,3
21770,empira,7.69999999999999,<en<(pire)>[VB]>,"(1, 1, 1)",218,2094.69,2,16.9724770642201,2,153.719999999999,4,50,1600,25208.9699999999,2,21.5625,3
21778,emplacement,6.9,<en<(place)>ment>,"(1, 1, 1)",218,2094.69,2,17.8899082568807,7,110.24,5,28.5714285714285,919,5042.80999999999,4,11.2078346028291,3
21780,emplafonnée,0,<en<(plafond)>[VB]>,"(1, 1, 1)",218,2094.69,2,90.3669724770642,2,10.34,7,50,1600,25208.9699999999,2,91.125,3
21782,emplâtrais,0.02,<en<(plâtre)>[VB]>,"(1, 1, 1)",218,2094.69,2,84.8623853211009,2,0.05,6,50,1600,25208.9699999999,2,83.4375,3
21810,empocha,1.44,<en<(poche)>[VB]>,"(1, 1, 1)",218,2094.69,2,41.2844036697247,1,1.44,5,0,1600,25208.9699999999,2,45.6875,3
21814,empoigna,1.91,<en<(poing)>[VB]>,"(1, 1, 1)",218,2094.69,2,34.4036697247706,2,19.43,5,50,1600,25208.9699999999,2,40.8125,3
21822,empoisonnais,17.89,<en<(poison)>[VB]>,"(1, 1, 1)",218,2094.69,2,10.5504587155963,4,39.4599999999999,6,25,1600,25208.9699999999,2,13.375,3
21827,empoisonnement,1.8,<en<(poison)>ment>,"(1, 1, 1)",218,2094.69,2,37.1559633027522,4,39.4599999999999,6,50,919,5042.80999999999,4,28.5092491838955,3
21839,emportement,0.55,<en<(porter)>ment>,"(1, 1, 1)",218,2094.69,2,55.9633027522935,24,892.509999999999,6,83.3333333333333,919,5042.80999999999,4,52.8835690968444,3
21853,empressement,0.46,<en<(presser)>ment>,"(1, 1, 1)",218,2094.69,2,57.7981651376146,5,126.84,7,60,919,5042.80999999999,4,56.8008705114254,3
21855,emprisonnée,6.21,<en<(prison)>[VB]>,"(1, 1, 1)",218,2094.69,2,20.1834862385321,4,213.16,6,50,1600,25208.9699999999,2,24.75,3
21859,emprisonnement,1.74,<en<(prison)>ment>,"(1, 1, 1)",218,2094.69,2,38.5321100917431,4,213.16,6,75,919,5042.80999999999,4,29.3797606093579,3
21875,encadraient,2.58,<en<(cadre)>[VB]>,"(1, 1, 1)",218,2094.69,2,30.7339449541284,5,18.02,5,20,1600,25208.9699999999,2,36.4375,3
21882,encadrement,0.41,<en<(cadre)>ment>,"(1, 1, 1)",218,2094.69,2,60.091743119266,5,18.02,5,60,919,5042.80999999999,4,59.30359085963,3
21886,encadreur,0.16,<en<(cadre)>eur>,"(1, 1, 1)",218,2094.69,2,68.8073394495412,5,18.02,5,80,501,2127.06,3,75.6487025948103,3
21887,encaissé,6.51,<en<(caisse)>[VB]>,"(1, 1, 1)",218,2094.69,2,18.8073394495412,5,50.1099999999999,6,20,1600,25208.9699999999,2,23.875,3
21888,encaissements,0.16,<en<(caisse)>ment>,"(1, 1, 1)",218,2094.69,2,68.8073394495412,5,50.1099999999999,6,80,919,5042.80999999999,4,72.7965179542981,3
21896,encerclaient,5.96,<en<(cercle)>[VB]>,"(1, 1, 1)",218,2094.69,2,20.6422018348623,3,27.9,6,33.3333333333333,1600,25208.9699999999,2,25.6249999999999,3
21901,enchaîna,7.12,<en<(chaîne)>[VB]>,"(1, 1, 1)",218,2094.69,2,17.4311926605504,7,54.19,6,14.2857142857142,1600,25208.9699999999,2,22.625,3
21906,enchaînement,0.89,<en<(chaîne)>ment>,"(1, 1, 1)",218,2094.69,2,49.5412844036697,7,54.19,6,42.8571428571428,919,5042.80999999999,4,44.5048966267682,3
21923,enchâssé,0.03,<en<(châsse)>[VB]>,"(1, 1, 1)",218,2094.69,2,82.1100917431192,1,0.03,6,0,1600,25208.9699999999,2,81.625,3
21926,enchérit,0.04,<en<(chér)>[VB]>,"(1, 1, 1)",218,2094.69,2,80.7339449541284,2,0.06,4,0,1600,25208.9699999999,2,79.8125,3
21932,enclenche,2.83,<en<(clenche)>[VB]>,"(1, 1, 1)",218,2094.69,2,29.3577981651376,5,22.25,7,20,1600,25208.9699999999,2,34.8125,3
21934,enclenchement,0.06,<en<(clenche)>ment>,"(1, 1, 1)",218,2094.69,2,77.9816513761467,5,22.25,7,80,919,5042.80999999999,4,83.7867247007617,3
21937,encodé,0.89,<en<(code)>[VB]>,"(1, 1, 1)",218,2094.69,2,49.5412844036697,7,57.79,4,42.8571428571428,1600,25208.9699999999,2,53.3749999999999,3
21938,encollée,0,<en<(colle)>[VB]>,"(1, 1, 1)",218,2094.69,2,90.3669724770642,9,92.78,5,77.7777777777777,1600,25208.9699999999,2,91.125,3
21940,encolure,0.17,<en<(col)>ure>,"(1, 1, 1)",218,2094.69,2,68.348623853211,3,12.0199999999999,3,66.6666666666666,122,595.65,3,76.2295081967213,3
21956,encordée,0,<en<(corde)>[VB]>,"(1, 1, 1)",218,2094.69,2,90.3669724770642,13,100.49,5,92.3076923076923,1600,25208.9699999999,2,91.125,3
21958,encourage,14.04,<en<(courage)>[VB]>,"(1, 1, 1)",218,2094.69,2,13.3027522935779,7,119.7,7,28.5714285714285,1600,25208.9699999999,2,15.25,3
21967,encouragement,2.17999999999999,<en<(courage)>ment>,"(1, 1, 1)",218,2094.69,2,32.5688073394495,7,119.7,7,57.1428571428571,919,5042.80999999999,4,24.80957562568,3
21973,encrassé,0.06,<en<(crasse)>[VB]>,"(1, 1, 1)",218,2094.69,2,77.9816513761467,4,5.37,6,75,1600,25208.9699999999,2,77.3125,3
21977,endettant,1.27999999999999,<en<(dette)>[VB]>,"(1, 1, 1)",218,2094.69,2,43.1192660550458,3,27.5,5,33.3333333333333,1600,25208.9699999999,2,47.0625,3
21980,endettement,0.09,<en<(dette)>ment>,"(1, 1, 1)",218,2094.69,2,76.1467889908256,3,27.5,5,66.6666666666666,919,5042.80999999999,4,81.2840043525571,3
21983,endeuillé,0.13,<en<(deuil)>[VB]>,"(1, 1, 1)",218,2094.69,2,72.4770642201834,2,12.37,5,50,1600,25208.9699999999,2,73.375,3
21984,endiguement,0.11,<en<(digue)>ment>,"(1, 1, 1)",218,2094.69,2,75.2293577981651,2,0.51,5,50,919,5042.80999999999,4,78.4548422198041,3
21985,endiguer,0.4,<en<(digue)>[VB]>,"(1, 1, 1)",218,2094.69,2,61.0091743119266,2,0.51,5,0,1600,25208.9699999999,2,63.6875,3
21986,endimanché,0.25,<en<(dimanche)>[VB]>,"(1, 1, 1)",218,2094.69,2,65.137614678899,2,64.22,8,50,1600,25208.9699999999,2,67.625,3
21990,endolori,0.31,<en<(douleur)>[VB]>,"(1, 1, 1)",218,2094.69,2,62.3853211009174,9,106.699999999999,7,66.6666666666666,1600,25208.9699999999,2,66.0625,3
21991,endommagé,6.22,<en<(dommage)>[VB]>,"(1, 1, 1)",218,2094.69,2,19.7247706422018,5,100.36,7,20,1600,25208.9699999999,2,24.6875,3
22010,endosser,1.16,<en<(dos)>[VB]>,"(1, 1, 1)",218,2094.69,2,45.8715596330275,4,180.9,3,50,1600,25208.9699999999,2,48.875,3
22015,endurance,1.72,<en<(dur)>nce>,"(1, 1, 1)",218,2094.69,2,38.9908256880733,3,220.29,3,33.3333333333333,213,1491.29,3,43.6619718309859,3
22024,énerva,56.6999999999999,<é<(nerf)>[VB]>,"(1, 1, 1)",86,320.17,1,1.16279069767441,10,144.63,4,0,1600,25208.9699999999,2,5.3125,3
22030,énervement,0.34,<é<(nerf)>ment>,"(1, 1, 1)",86,320.17,1,61.6279069767441,10,144.63,4,70,919,5042.80999999999,4,62.7856365614798,3
22055,enfiévré,0.12,<en<(fièvre)>[VB]>,"(1, 1, 1)",218,2094.69,2,74.3119266055045,4,26.32,6,50,1600,25208.9699999999,2,74.1875,3
22057,enfila,10.07,<en<(fil)>[VB]>,"(1, 1, 1)",218,2094.69,2,14.6788990825688,16,148.79,3,18.75,1600,25208.9699999999,2,18.25,3
22058,enfilade,0.16,<en<(fil)>ade>,"(1, 1, 1)",218,2094.69,2,68.8073394495412,16,148.79,3,68.75,43,65.47,3,67.4418604651162,3
22071,enflamma,8.08,<en<(flamme)>[VB]>,"(1, 1, 1)",218,2094.69,2,16.0550458715596,4,35.05,6,25,1600,25208.9699999999,2,20.8125,3
22109,enfourcha,0.279999999999999,<en<(fourche)>[VB]>,"(1, 1, 1)",218,2094.69,2,64.2201834862385,3,7.81,7,66.6666666666666,1600,25208.9699999999,2,66.9375,3
22112,enfourne,0.43,<en<(four)>[VB]>,"(1, 1, 1)",218,2094.69,2,59.1743119266055,7,21.31,4,71.4285714285714,1600,25208.9699999999,2,63.2499999999999,3
22150,engendre,4.9,<en<(gendre)>[VB]>,"(1, 1, 1)",218,2094.69,2,22.9357798165137,2,10.61,6,50,1600,25208.9699999999,2,27.8125,3
22153,englobait,0.48,<en<(globe)>[VB]>,"(1, 1, 1)",218,2094.69,2,57.3394495412844,5,11.41,5,60,1600,25208.9699999999,2,61.9375,3
22162,englué,0.21,<en<(glu)>[VB]>,"(1, 1, 1)",218,2094.69,2,67.4311926605504,3,2.8,3,66.6666666666666,1600,25208.9699999999,2,69.3125,3
22165,engorgé,0.03,<en<(gorge)>[VB]>,"(1, 1, 1)",218,2094.69,2,82.1100917431192,7,47.33,5,71.4285714285714,1600,25208.9699999999,2,81.625,3
22171,engouffra,0.36,<en<(gouffre)>[VB]>,"(1, 1, 1)",218,2094.69,2,61.9266055045871,2,4.19,7,50,1600,25208.9699999999,2,64.375,3
22184,engourdissement,0.44,<en<(gourdir)>ment>,"(1, 1, 1)",218,2094.69,2,58.7155963302752,2,2.80999999999999,7,50,919,5042.80999999999,4,57.9978237214363,3
22186,engraisse,0.41,<en<(graisse)>[VB]>,"(1, 1, 1)",218,2094.69,2,60.091743119266,6,14.58,7,66.6666666666666,1600,25208.9699999999,2,63.5,3
22187,engraissement,0,<en<(graisse)>ment>,"(1, 1, 1)",218,2094.69,2,90.3669724770642,6,14.58,7,83.3333333333333,919,5042.80999999999,4,93.4711643090315,3
22188,engrangement,0,<en<(grange)>ment>,"(1, 1, 1)",218,2094.69,2,90.3669724770642,2,7.33,6,50,919,5042.80999999999,4,93.4711643090315,3
22189,engrenage,0.84,<en<(grain)>age>,"(1, 1, 1)",218,2094.69,2,50.9174311926605,4,26.76,5,25,201,707.48,3,48.7562189054726,3
22191,engueula,11.7,<en<(gueul)>[VB]>,"(1, 1, 1)",218,2094.69,2,14.2201834862385,4,34.73,5,25,1600,25208.9699999999,2,17,3
22192,engueulade,0.98,<en<(gueul)>ade>,"(1, 1, 1)",218,2094.69,2,49.0825688073394,4,34.73,5,75,43,65.47,3,32.5581395348837,3
22201,enguirlandaient,0.13,<en<(guirlande)>[VB]>,"(1, 1, 1)",218,2094.69,2,72.4770642201834,2,1.77999999999999,9,50,1600,25208.9699999999,2,73.375,3
22205,enhardissent,0.13,<en<(hardi)>[VB]>,"(1, 1, 1)",218,2094.69,2,72.4770642201834,5,4.04,5,60,1600,25208.9699999999,2,73.375,3
