,item,freq,canon_segm,prs,PREF_1_FamSize,PREF_1_Freq,PREF_1_Length,PREF_1_PFMF,ROOT_1_FamSize,ROOT_1_Freq,ROOT_1_Length,ROOT_1_PFMF,n_morphemes
46,abord,2.22,<a<(bord),"(1, 1, 0)",271,2142.22,1,33.210332103321,12,121.46,4,50,2
147,adroit,1.13,<a<(droit),"(1, 1, 0)",271,2142.22,1,45.3874538745387,3,377.989999999999,5,66.6666666666666,2
150,adverse,1.83,<ad<(verser),"(1, 1, 0)",6,28.56,2,33.3333333333333,6,61.37,6,33.3333333333333,2
151,adverses,0.1,<ad<(verse),"(1, 1, 0)",6,28.56,2,66.6666666666666,12,412.229999999999,5,66.6666666666666,2
213,alchimie,0.95,<a<(chimie),"(1, 1, 0)",271,2142.22,1,48.7084870848708,9,22.71,6,55.5555555555555,2
490,athée,3.16,<a<(thée),"(1, 1, 0)",271,2142.22,1,24.3542435424354,2,3.25,4,0,2
577,aval,2.08,<a<(valoir),"(1, 1, 0)",271,2142.22,1,34.3173431734317,16,308.48,6,50,2
589,averse,1.15,<a<(verser),"(1, 1, 0)",271,2142.22,1,45.0184501845018,6,61.37,6,66.6666666666666,2
590,averses,0.63,<a<(verse),"(1, 1, 0)",271,2142.22,1,59.040590405904,12,412.229999999999,5,50,2
592,aveu,11.15,<a<(vouloir),"(1, 1, 0)",271,2142.22,1,12.1771217712177,2,4564.65999999999,7,50,2
1799,collatérale,0.33,<co<(latéral),"(1, 1, 0)",24,73.72,2,66.6666666666666,5,2.91,7,40,2
1862,compassion,10.15,<com<(passion),"(1, 1, 0)",14,28.22,3,0,6,66.34,7,16.6666666666666,2
1864,compère,2.12,<com<(père),"(1, 1, 0)",14,28.22,3,21.4285714285714,6,905.68,4,33.3333333333333,2
1871,complainte,0.61,<com<(plaindre/te),"(1, 1, 0)",14,28.22,3,50,2,67.35,11,50,2
1950,conjoint,0.64,<con<(joindre),"(1, 1, 0)",56,190.18,3,51.7857142857142,17,174.299999999999,7,41.1764705882352,2
1986,contient,32.31,<con<(tenir),"(1, 1, 0)",56,190.18,3,1.78571428571428,25,976.42,5,12,2
2011,convive,0.68,<con<(vivre),"(1, 1, 0)",56,190.18,3,50,20,823.909999999999,5,50,2
2297,débat,17.43,<dé<(battre),"(1, 1, 0)",422,1752.69,2,5.92417061611374,12,253.13,6,16.6666666666666,2
2304,débris,4.94,<dé<(bris),"(1, 1, 0)",422,1752.69,2,14.9289099526066,4,74.33,4,25,2
2318,déclic,0.96,<dé<(clic),"(1, 1, 0)",422,1752.69,2,43.6018957345971,3,1.52999999999999,4,0,2
2330,défaite,21.75,<dé<(faire),"(1, 1, 0)",422,1752.69,2,4.02843601895734,19,9338.35999999999,5,10.5263157894736,2
2349,dégoût,6.02,<dé<(goût),"(1, 1, 0)",422,1752.69,2,13.0331753554502,7,140.22,4,57.1428571428571,2
2369,démarches,5.75,<dé<(marche),"(1, 1, 0)",422,1752.69,2,13.7440758293838,6,376.56,6,33.3333333333333,2
2512,dissous,4.26,<dé<(soudre),"(1, 1, 0)",422,1752.69,2,16.824644549763,4,342.36,6,25,2
2839,entorse,1.4,<en<(torse),"(1, 1, 0)",218,2094.69,2,42.2018348623853,2,5.61999999999999,5,50,2
2841,entrain,3.82,<en<(train),"(1, 1, 0)",218,2094.69,2,25.6880733944954,2,259.1,5,50,2
2848,envers,50.53,<en<(verse),"(1, 1, 0)",218,2094.69,2,5.04587155963302,12,412.229999999999,5,16.6666666666666,2
2860,éperdu,0.58,<é<(perdre),"(1, 1, 0)",86,320.17,1,50,7,591.38,6,57.1428571428571,2
2888,épris,1.64,<é<(prendre),"(1, 1, 0)",86,320.17,1,26.7441860465116,9,2034.35,7,55.5555555555555,2
2889,éprise,0.84,<é<(priser),"(1, 1, 0)",86,320.17,1,41.860465116279,4,96.4199999999999,6,75,2
2991,étend,25.8399999999999,<é<(tendre),"(1, 1, 0)",86,320.17,1,4.65116279069767,17,196.97,6,11.7647058823529,2
3105,extraire,11.1,<ex<(traire),"(1, 1, 0)",23,79.38,2,8.69565217391304,5,21.52,6,0,2
4116,ignoble,8.11,<in<(noble),"(1, 1, 0)",427,1478.96,2,4.91803278688524,5,49.92,5,20,2
4139,impasse,6.95,<in<(passer),"(1, 1, 0)",427,1478.96,2,7.02576112412178,7,1813.77999999999,6,57.1428571428571,2
4141,impatients,14.11,<in<(patient),"(1, 1, 0)",427,1478.96,2,2.57611241217798,8,142.75,7,37.5,2
4155,imprécise,0.36,<in<(précis),"(1, 1, 0)",427,1478.96,2,70.9601873536299,5,60.7399999999999,6,80,2
4264,intrépide,1.63,<in<(trépider),"(1, 1, 0)",427,1478.96,2,34.4262295081967,3,2.06,8,0,2
4268,inutiles,79.5,<in<(utile),"(1, 1, 0)",427,1478.96,2,0.702576112412178,13,322.82,5,7.69230769230769,2
5153,minuit,38.47,<mi<(nuit),"(1, 1, 0)",1,38.47,2,0,2,630.3,4,50,2
5530,oblongue,0.03,<ob<(long),"(1, 1, 0)",2,0.93,2,50,13,547.88,4,84.6153846153846,2
5541,obtins,0.9,<ob<(tenir),"(1, 1, 0)",2,0.93,2,0,25,976.42,5,52,2
5773,pancarte,3.88999999999999,<pan<(carte),"(1, 1, 0)",1,3.88999999999999,3,0,4,148.97,5,25,2
6380,poursuis,4.58,<pour<(être),"(1, 1, 0)",6,94.1399999999999,4,33.3333333333333,4,42435.68,4,25,2
6381,poursuit,67.32,<pour<(suivre),"(1, 1, 0)",6,94.1399999999999,4,0,6,677.169999999999,6,16.6666666666666,2
6403,pourtour,0.09,<pour<(tour),"(1, 1, 0)",6,94.1399999999999,4,83.3333333333333,31,1014.31,4,90.3225806451612,2
6404,pourvoir,1.57,<pour<(voir),"(1, 1, 0)",6,94.1399999999999,4,66.6666666666666,28,3534.49,4,57.1428571428571,2
6406,pourvu,18.9399999999999,<pour<(vue),"(1, 1, 0)",6,94.1399999999999,4,16.6666666666666,6,1334,3,50,2
6422,préambule,0.25,<pré<(ambuler),"(1, 1, 0)",49,209.31,3,67.3469387755102,8,35.7,7,62.5,2
6426,précautions,10.25,<pré<(caution),"(1, 1, 0)",49,209.31,3,10.204081632653,5,21.28,7,20,2
6440,préjudice,1.56,<pré<(judice),"(1, 1, 0)",49,209.31,3,42.8571428571428,3,12.57,6,66.6666666666666,2
6536,prologue,1.38,<pro<(logue/ie),"(1, 1, 0)",15,37.76,3,46.6666666666666,55,105.27,8,32.7272727272727,2
6629,provenaient,8.35,<pro<(venir),"(1, 1, 0)",15,37.76,3,0,18,3610.1,5,33.3333333333333,2
6636,proverbe,4.9,<pro<(verbe),"(1, 1, 0)",15,37.76,3,20,3,8.02,5,0,2
6869,raccord,0.81,<re<(accord),"(1, 1, 0)",434,6595.02,2,59.2165898617511,3,770.019999999999,6,66.6666666666666,2
6872,rachat,1.79,<re<(achat),"(1, 1, 0)",434,6595.02,2,43.5483870967741,2,11.54,5,50,2
6947,rajouts,0.04,<re<(ajout),"(1, 1, 0)",434,6595.02,2,85.0230414746543,4,45.6999999999999,5,50,2
6987,rappel,4.24,<re<(appel),"(1, 1, 0)",434,6595.02,2,29.9539170506912,6,1550.54,5,50,2
7005,rasseyaient,0.65,<re<(asseoir),"(1, 1, 0)",434,6595.02,2,63.1336405529953,2,343.659999999999,7,50,2
7046,ravoir,1.16,<re<(avoir),"(1, 1, 0)",434,6595.02,2,52.3041474654377,2,20221.85,5,50,2
7078,rebord,2.7,<re<(bord),"(1, 1, 0)",434,6595.02,2,35.4838709677419,12,121.46,4,41.6666666666666,2
7113,rechange,4.71,<re<(changer),"(1, 1, 0)",434,6595.02,2,27.1889400921658,6,526.87,7,50,2
7114,réchaud,1,<re<(chaud),"(1, 1, 0)",434,6595.02,2,55.0691244239631,14,223.56,5,57.1428571428571,2
7135,recoin,2.27,<re<(coin),"(1, 1, 0)",434,6595.02,2,38.479262672811,2,101.78,4,50,2
7144,reconduire,3.4,<re<(conduire),"(1, 1, 0)",434,6595.02,2,32.7188940092165,4,207.609999999999,8,50,2
7148,réconfort,4.71,<re<(confort),"(1, 1, 0)",434,6595.02,2,27.1889400921658,9,35.51,7,33.3333333333333,2
7150,reconnais,138.57,<re<(connaître),"(1, 1, 0)",434,6595.02,2,2.53456221198156,11,1244.33,9,9.09090909090909,2
7175,reconquérais,1.49,<re<(conquérir/te),"(1, 1, 0)",434,6595.02,2,48.3870967741935,3,23.72,12,66.6666666666666,2
7183,reconstruire,6.27,<re<(construire),"(1, 1, 0)",434,6595.02,2,23.0414746543778,6,83.26,10,33.3333333333333,2
7188,recoudre,3.69,<re<(coudre),"(1, 1, 0)",434,6595.02,2,31.1059907834101,3,12.9599999999999,6,33.3333333333333,2
7190,recoure,0.01,<re<(coure),"(1, 1, 0)",434,6595.02,2,89.1705069124423,2,0.73,5,50,2
7191,recourir,7.88,<re<(courir),"(1, 1, 0)",434,6595.02,2,20.9677419354838,11,502.44,6,27.2727272727272,2
7196,recouverte,8.19,<re<(couvrir),"(1, 1, 0)",434,6595.02,2,20.2764976958525,4,178.53,7,50,2
7219,recueil,8.97,<re<(cueillir),"(1, 1, 0)",434,6595.02,2,18.663594470046,5,21.5,8,20,2
7229,recuite,0.03,<re<(cuire),"(1, 1, 0)",434,6595.02,2,86.1751152073732,2,44.21,5,50,2
7247,redescend,9.04,<re<(descendre/te),"(1, 1, 0)",434,6595.02,2,18.4331797235023,7,259.95,12,14.2857142857142,2
7256,redevenait,15.32,<re<(devenir),"(1, 1, 0)",434,6595.02,2,14.9769585253456,2,446.7,7,50,2
7269,redevinrent,0.24,<re<(devoir),"(1, 1, 0)",434,6595.02,2,74.4239631336405,4,3297.93999999999,6,75,2
7273,redirai,8.82,<re<(dire),"(1, 1, 0)",434,6595.02,2,18.8940092165898,10,6053.94999999999,4,10,2
7295,réécrira,1.98,<re<(écrire),"(1, 1, 0)",434,6595.02,2,41.4746543778801,14,378.32,6,42.8571428571428,2
7306,réentendaient,0,<re<(entendre/te),"(1, 1, 0)",434,6595.02,2,93.5483870967741,4,794.78,11,75,2
7307,refaire,55.43,<re<(faire),"(1, 1, 0)",434,6595.02,2,6.22119815668202,19,9338.35999999999,5,5.26315789473684,2
7322,refit,0.03,<re<(fier),"(1, 1, 0)",434,6595.02,2,86.1751152073732,3,113.42,4,66.6666666666666,2
7329,reflux,0.47,<re<(flux),"(1, 1, 0)",434,6595.02,2,67.0506912442396,12,12.32,4,33.3333333333333,2
7330,réformes,0.86,<re<(forme),"(1, 1, 0)",434,6595.02,2,58.294930875576,29,262.78,5,65.5172413793103,2
7339,regain,0.14,<re<(gain),"(1, 1, 0)",434,6595.02,2,79.0322580645161,3,11,4,66.6666666666666,2
7383,rejoignaient,94.56,<re<(joindre),"(1, 1, 0)",434,6595.02,2,3.91705069124423,17,174.299999999999,7,0,2
7426,relire,5.31999999999999,<re<(lire),"(1, 1, 0)",434,6595.02,2,25.1152073732718,5,249.02,4,40,2
7431,relit,0.22,<re<(lit),"(1, 1, 0)",434,6595.02,2,74.8847926267281,4,199.809999999999,3,75,2
7434,reluire,0.5,<re<(luire),"(1, 1, 0)",434,6595.02,2,66.3594470046083,4,11.54,5,25,2
7439,remblai,0.08,<re<(emblayer),"(1, 1, 0)",434,6595.02,2,81.1059907834101,1,0.08,8,0,2
7445,remet,138.17,<re<(mettre),"(1, 1, 0)",434,6595.02,2,2.76497695852534,11,1192.07,6,9.09090909090909,2
7463,remirent,0.04,<re<(mirer),"(1, 1, 0)",434,6595.02,2,85.0230414746543,2,3.38999999999999,5,50,2
7470,remous,1.49,<re<(mou),"(1, 1, 0)",434,6595.02,2,48.3870967741935,11,25.87,3,27.2727272727272,2
7477,remplie,70.33,<re<(emplir),"(1, 1, 0)",434,6595.02,2,5.06912442396313,2,76.23,6,0,2
7481,renais,0.35,<re<(nais),"(1, 1, 0)",434,6595.02,2,69.5852534562212,1,0.35,4,0,2
7482,renaissait,4.64,<re<(naître),"(1, 1, 0)",434,6595.02,2,27.8801843317972,5,73.51,6,40,2
7549,renom,1.15,<re<(nom),"(1, 1, 0)",434,6595.02,2,52.9953917050691,13,666,3,61.5384615384615,2
7552,renouveau,1.38,<re<(nouveau),"(1, 1, 0)",434,6595.02,2,49.5391705069124,12,677.34,7,41.6666666666666,2
7562,renvoi,3.5,<re<(envoi),"(1, 1, 0)",434,6595.02,2,32.0276497695852,3,7.18,5,0,2
7566,repaître,0.2,<re<(paître),"(1, 1, 0)",434,6595.02,2,76.036866359447,2,1.3,6,50,2
7567,répand,20.47,<re<(épandre),"(1, 1, 0)",434,6595.02,2,12.442396313364,3,20.47,7,0,2
7582,reparaissaient,0.08,<re<(paraître),"(1, 1, 0)",434,6595.02,2,81.1059907834101,15,191.39,8,93.3333333333333,2
7584,reparaît,0.58,<re<(parer),"(1, 1, 0)",434,6595.02,2,64.2857142857142,13,316.24,5,69.2307692307692,2
7589,repars,55.41,<re<(partir),"(1, 1, 0)",434,6595.02,2,6.4516129032258,15,1760.78999999999,6,13.3333333333333,2
7621,reperdons,0.15,<re<(perdre),"(1, 1, 0)",434,6595.02,2,78.5714285714285,7,591.38,6,71.4285714285714,2
7627,repli,1.4,<re<(pli),"(1, 1, 0)",434,6595.02,2,49.0783410138248,5,14.7999999999999,3,40,2
7660,reprenaient,121.309999999999,<re<(prendre),"(1, 1, 0)",434,6595.02,2,3.45622119815668,9,2034.35,7,11.1111111111111,2
7685,reprirent,0.64,<re<(prier),"(1, 1, 0)",434,6595.02,2,63.3640552995391,2,322.559999999999,5,50,2
7691,reproduira,13.87,<re<(produire),"(1, 1, 0)",434,6595.02,2,15.6682027649769,6,128.03,8,33.3333333333333,2
7712,requérir,4.99,<re<(quérir),"(1, 1, 0)",434,6595.02,2,26.036866359447,5,7.43,6,0,2
7713,requête,8.82,<re<(quête),"(1, 1, 0)",434,6595.02,2,18.8940092165898,4,18.85,5,25,2
7721,requises,0.78,<re<(quis),"(1, 1, 0)",434,6595.02,2,59.9078341013824,1,0.78,4,0,2
7779,ressens,74.94,<re<(sentir),"(1, 1, 0)",434,6595.02,2,4.83870967741935,28,914.42,6,7.14285714285714,2
7793,ressers,1.71,<re<(servir),"(1, 1, 0)",434,6595.02,2,44.700460829493,13,549.12,6,30.7692307692307,2
7795,ressorts,1.27,<re<(sorts),"(1, 1, 0)",434,6595.02,2,50.6912442396313,2,3.15,5,50,2
7796,ressource,8.80999999999999,<re<(source),"(1, 1, 0)",434,6595.02,2,19.3548387096774,2,55.26,6,50,2
7813,retard,126.46,<re<(tard),"(1, 1, 0)",434,6595.02,2,2.99539170506912,8,556.71,4,12.5,2
7816,retenaient,66.44,<re<(tenir),"(1, 1, 0)",434,6595.02,2,5.52995391705069,25,976.42,5,4,2
7820,retendu,0.15,<re<(tendre),"(1, 1, 0)",434,6595.02,2,78.5714285714285,17,196.97,6,82.3529411764705,2
7825,retenue,8.21,<re<(tenue),"(1, 1, 0)",434,6595.02,2,20.0460829493087,4,37.76,5,25,2
7845,retordre,1.77,<re<(tordre),"(1, 1, 0)",434,6595.02,2,44.0092165898617,11,25.4,6,9.09090909090909,2
7846,retour,138.94,<re<(tour),"(1, 1, 0)",434,6595.02,2,2.30414746543778,31,1014.31,4,9.67741935483871,2
7849,retrait,4.71,<re<(traire),"(1, 1, 0)",434,6595.02,2,27.1889400921658,5,21.52,6,20,2
7865,revaudrai,2.8,<re<(valoir),"(1, 1, 0)",434,6595.02,2,34.1013824884792,16,308.48,6,37.5,2
7868,revécu,7.79,<re<(vivre),"(1, 1, 0)",434,6595.02,2,21.6589861751152,20,823.909999999999,5,25,2
7870,réveil,18.43,<re<(éveil),"(1, 1, 0)",434,6595.02,2,13.8248847926267,5,216.709999999999,5,40,2
7875,revenaient,630.18,<re<(venir),"(1, 1, 0)",434,6595.02,2,0,18,3610.1,5,5.55555555555555,2
7879,revend,4.26,<re<(vendre),"(1, 1, 0)",434,6595.02,2,29.7235023041474,5,232.95,6,40,2
7904,reverra,397.789999999999,<re<(voir),"(1, 1, 0)",434,6595.02,2,0.460829493087557,28,3534.49,4,3.57142857142857,2
7912,revêt,2.25,<re<(vêtir),"(1, 1, 0)",434,6595.02,2,38.7096774193548,10,84.3,5,30,2
7938,revins,0.5,<re<(vin),"(1, 1, 0)",434,6595.02,2,66.3594470046083,4,88.41,3,25,2
7948,revoici,0.67,<re<(voici),"(1, 1, 0)",434,6595.02,2,62.442396313364,2,278.26,5,50,2
7949,revoie,3.92,<re<(voie),"(1, 1, 0)",434,6595.02,2,30.6451612903225,4,112.19,4,50,2
7950,revoilà,7.56,<re<(voilà),"(1, 1, 0)",434,6595.02,2,22.1198156682027,2,734,5,50,2
7968,revue,33.09,<re<(vue),"(1, 1, 0)",434,6595.02,2,8.06451612903225,6,1334,3,33.3333333333333,2
8198,rouvert,0.62,<re<(ouvert),"(1, 1, 0)",434,6595.02,2,63.5944700460829,4,89.07,6,50,2
8199,rouvrait,0.01,<re<(ouvrait),"(1, 1, 0)",434,6595.02,2,89.1705069124423,2,0.15,7,50,2
8200,rouvre,0.94,<re<(ouvre),"(1, 1, 0)",434,6595.02,2,56.221198156682,2,1.14,5,0,2
8201,rouvrir,3.46,<re<(ouvrir),"(1, 1, 0)",434,6595.02,2,32.258064516129,5,387.359999999999,6,20,2
8202,rouvrira,0.28,<re<(ouvrira),"(1, 1, 0)",434,6595.02,2,71.4285714285714,1,0.28,7,0,2
8203,rouvriraient,0,<re<(ouvriraient),"(1, 1, 0)",434,6595.02,2,93.5483870967741,1,0,11,0,2
8204,rouvrit,0.12,<re<(ouvrit),"(1, 1, 0)",434,6595.02,2,79.9539170506912,2,0.12,6,0,2
8205,rouvrons,0.03,<re<(ouvrons),"(1, 1, 0)",434,6595.02,2,86.1751152073732,1,0.03,7,0,2
9071,soubresaut,0.53,<soubre<(saut),"(1, 1, 0)",1,0.53,6,0,10,154.47,4,60,2
9079,soucoupe,4.15,<sous<(couper),"(1, 1, 0)",15,98.6,4,26.6666666666666,13,616.769999999999,6,23.076923076923,2
9131,soupente,0.19,<sous<(pente),"(1, 1, 0)",15,98.6,4,86.6666666666666,3,5.06,5,33.3333333333333,2
9168,souscrit,0.23,<sous<(écrire),"(1, 1, 0)",15,98.6,4,80,14,378.32,6,78.5714285714285,2
9169,soustraire,2.12,<sous<(traire),"(1, 1, 0)",15,98.6,4,33.3333333333333,5,21.52,6,40,2
9174,soutenaient,51.19,<sous<(tenir),"(1, 1, 0)",15,98.6,4,0,25,976.42,5,8,2
9181,soutenue,1.53,<sous<(tenue),"(1, 1, 0)",15,98.6,4,46.6666666666666,4,37.76,5,50,2
9396,subalternes,0.6,<sub<(alterne/er),"(1, 1, 0)",5,3.90999999999999,3,40,6,10.17,10,16.6666666666666,2
9558,suraiguë,0.03,<sur<(aigu),"(1, 1, 0)",55,248.22,3,80,2,5.49999999999999,4,50,2
9563,surcroît,1.21,<sur<(croître),"(1, 1, 0)",55,248.22,3,36.3636363636363,10,18.66,7,40,2
9577,surfaite,0.13,<sur<(faire),"(1, 1, 0)",55,248.22,3,63.6363636363636,19,9338.35999999999,5,78.9473684210526,2
9579,surhomme,0.86,<sur<(homme),"(1, 1, 0)",55,248.22,3,40,5,1146.27,5,60,2
9580,surhumaine,1.4,<sur<(humain),"(1, 1, 0)",55,248.22,3,29.090909090909,8,167.71,6,50,2
9582,surintendant,0.43,<sur<(intendant),"(1, 1, 0)",55,248.22,3,54.5454545454545,4,6.27999999999999,9,50,2
9583,surlendemain,0.35,<sur<(lendemain),"(1, 1, 0)",55,248.22,3,58.1818181818181,2,29.64,9,50,2
9587,surnom,7.79,<sur<(nom),"(1, 1, 0)",55,248.22,3,10.9090909090909,13,666,3,23.076923076923,2
9589,surpayé,0.21,<sur<(payer),"(1, 1, 0)",55,248.22,3,61.8181818181818,5,447.669999999999,5,60,2
9591,surplis,0.07,<sur<(pli),"(1, 1, 0)",55,248.22,3,76.3636363636363,5,14.7999999999999,3,80,2
9592,surplomb,0.09,<sur<(plomb),"(1, 1, 0)",55,248.22,3,69.0909090909091,3,20.99,5,66.6666666666666,2
9593,surplus,1.25,<sur<(plus),"(1, 1, 0)",55,248.22,3,34.5454545454545,1,1.25,4,0,2
9610,surréelles,0,<sur<(réel),"(1, 1, 0)",55,248.22,3,87.2727272727272,14,213.84,4,92.8571428571428,2
9612,sursaut,0.77,<sur<(saut),"(1, 1, 0)",55,248.22,3,43.6363636363636,10,154.47,4,50,2
9615,survécu,57.81,<sur<(vivre),"(1, 1, 0)",55,248.22,3,1.81818181818181,20,823.909999999999,5,10,2
9618,survenaient,3.57,<sur<(venir),"(1, 1, 0)",55,248.22,3,18.1818181818181,18,3610.1,5,66.6666666666666,2
9626,survie,11.64,<sur<(vie),"(1, 1, 0)",55,248.22,3,7.27272727272727,2,1032.86,3,50,2
9630,survis,1.33,<sur<(voir),"(1, 1, 0)",55,248.22,3,30.9090909090909,28,3534.49,4,67.8571428571428,2
9650,suspend,16.24,<sus<(pendre),"(1, 1, 0)",2,20.1599999999999,3,0,9,374.139999999999,6,22.2222222222222,2
9682,sympathie,7.68,<syn<(pathe/ie),"(1, 1, 0)",8,28.31,3,12.5,13,52.9799999999999,8,23.076923076923,2
9686,symphonie,1.62,<syn<(phone/ie),"(1, 1, 0)",8,28.31,3,37.5,15,238.13,8,26.6666666666666,2
10312,transcrit,0.29,<trans<(écrire),"(1, 1, 0)",26,105.41,5,53.8461538461538,14,378.32,6,71.4285714285714,2
10322,transfuges,0.2,<trans<(fuge),"(1, 1, 0)",26,105.41,5,61.5384615384615,3,0.47,4,33.3333333333333,2
10331,translucides,0.84,<trans<(lucide),"(1, 1, 0)",26,105.41,5,42.3076923076923,5,7.48999999999999,6,60,2
10345,transparaissait,0.2,<trans<(paraître),"(1, 1, 0)",26,105.41,5,61.5384615384615,15,191.39,8,80,2
10355,transport,31.43,<trans<(porter),"(1, 1, 0)",26,105.41,5,3.84615384615384,24,892.509999999999,6,29.1666666666666,2
10356,transports,7.28,<trans<(ports),"(1, 1, 0)",26,105.41,5,7.69230769230769,4,17,5,0,2
10385,tréfonds,0.62,<tri<(fond),"(1, 1, 0)",11,12.7399999999999,3,36.3636363636363,2,17.53,4,50,2
10409,trépied,1.14,<tri<(pied),"(1, 1, 0)",11,12.7399999999999,3,27.2727272727272,8,223.09,4,37.5,2
10432,triangle,3.83,<tri<(angle),"(1, 1, 0)",11,12.7399999999999,3,0,6,18.79,5,16.6666666666666,2
10435,tribord,3.79,<tri<(bord),"(1, 1, 0)",11,12.7399999999999,3,9.09090909090909,12,121.46,4,33.3333333333333,2
10447,tricolores,0.4,<tri<(couleur),"(1, 1, 0)",11,12.7399999999999,3,45.4545454545454,8,87.83,7,50,2
10451,trimestre,2.44,<tri<(mestre),"(1, 1, 0)",11,12.7399999999999,3,18.1818181818181,1,2.44,6,0,2
10465,trisaïeule,0,<tri<(aïeul),"(1, 1, 0)",11,12.7399999999999,3,90.9090909090909,2,2.97,5,50,2
10615,ultrarapides,0.02,<ultra<(rapide),"(1, 1, 0)",2,0.03,5,0,3,79.29,6,66.6666666666666,2
10625,uniformes,6.36,<uni<(forme),"(1, 1, 0)",3,6.45,3,0,29,262.78,5,20.6896551724137,2
10911,verglas,0.94,<ver<(glas),"(1, 1, 0)",3,0.98,3,0,2,2.21999999999999,4,50,2
10922,vermoulu,0.01,<ver<(moulu),"(1, 1, 0)",3,0.98,3,66.6666666666666,1,0.01,5,0,2
10923,vermoulue,0.03,<ver<(moudre),"(1, 1, 0)",3,0.98,3,33.3333333333333,2,0.75,6,50,2
11025,vicomte,0.41,<vi<(comte),"(1, 1, 0)",1,0.41,2,0,4,38.74,5,75,2
11407,abaissa,3.71,<a<(baisser),"(1, 1, 0)",271,2142.22,1,22.140221402214,5,80.7,7,20,2
11434,abat,42.55,<a<(battre),"(1, 1, 0)",271,2142.22,1,4.7970479704797,12,253.13,6,8.33333333333333,2
11473,abjurer,0.22,<ab<(jurer),"(1, 1, 0)",3,1.44,2,66.6666666666666,4,160.21,5,50,2
11515,abreuve,0.71,<a<(breuv(er)),"(1, 1, 0)",271,2142.22,1,57.1955719557195,3,1.88,8,33.3333333333333,2
11637,acclamer,0.2,<a<(clamer),"(1, 1, 0)",271,2142.22,1,77.8597785977859,12,34.87,6,83.3333333333333,2
11694,accouche,11.1,<a<(coucher),"(1, 1, 0)",271,2142.22,1,12.5461254612546,8,244.93,7,12.5,2
11712,accouraient,1.86,<a<(courir),"(1, 1, 0)",271,2142.22,1,36.1623616236162,11,502.44,6,54.5454545454545,2
11715,accourt,0.91,<a<(court),"(1, 1, 0)",271,2142.22,1,50.1845018450184,11,99.4599999999999,5,63.6363636363636,2
11746,accroît,2.58,<a<(croître),"(1, 1, 0)",271,2142.22,1,28.7822878228782,10,18.66,7,30,2
11748,accroupi,2.53,<a<(croupir),"(1, 1, 0)",271,2142.22,1,29.520295202952,2,3.8,7,0,2
11756,accru,1.07,<a<(cru),"(1, 1, 0)",271,2142.22,1,46.4944649446494,2,120.72,3,50,2
11780,accumulaient,3.18,<a<(cumuler),"(1, 1, 0)",271,2142.22,1,23.9852398523985,4,4.09,7,0,2
11864,acompte,3.33,<a<(compte),"(1, 1, 0)",271,2142.22,1,23.6162361623616,3,279.669999999999,6,33.3333333333333,2
11918,adjoignait,17.2,<ad<(joindre),"(1, 1, 0)",6,28.56,2,0,17,174.299999999999,7,11.7647058823529,2
12027,advenait,7.93,<ad<(venir),"(1, 1, 0)",6,28.56,2,16.6666666666666,18,3610.1,5,38.8888888888888,2
12055,affabule,0.15,<a<(fabule),"(1, 1, 0)",271,2142.22,1,80.4428044280442,1,0.15,6,0,2
12161,afflux,0.25,<a<(flux),"(1, 1, 0)",271,2142.22,1,75.2767527675276,12,12.32,4,58.3333333333333,2
12172,affranchi,2.18,<a<(franchir),"(1, 1, 0)",271,2142.22,1,33.5793357933579,4,19.81,8,25,2
12464,alanguie,0.14,<a<(languir),"(1, 1, 0)",271,2142.22,1,80.8118081180811,4,5.14999999999999,7,75,2
12529,allégé,2.73999999999999,<a<(léger),"(1, 1, 0)",271,2142.22,1,27.3062730627306,4,48.2,5,50,2
12547,allie,18.31,<a<(lier),"(1, 1, 0)",271,2142.22,1,9.96309963099631,12,113.24,4,25,2
12573,allouait,0,<a<(louer),"(1, 1, 0)",271,2142.22,1,95.2029520295202,8,67.42,5,87.5,2
12674,amena,187.5,<a<(mener),"(1, 1, 0)",271,2142.22,1,0,8,729.78,5,12.5,2
12702,amenuisait,0.02,<a<(menuiser),"(1, 1, 0)",271,2142.22,1,91.8819188191881,4,3.36,8,50,2
12732,amont,1.41,<a<(mont),"(1, 1, 0)",271,2142.22,1,39.8523985239852,4,14.8199999999999,4,25,2
12733,amoraux,0.04,<a<(moral),"(1, 1, 0)",271,2142.22,1,89.6678966789667,9,50.9599999999999,5,77.7777777777777,2
12783,analogie,1.44,<ana<(logue/ie),"(1, 1, 0)",2,1.48,3,0,55,105.27,8,29.090909090909,2
12900,anonyme,12.6499999999999,<a<(nyme),"(1, 1, 0)",271,2142.22,1,11.8081180811808,5,17.08,4,0,2
12906,antéchrist,2.83,<anté<(christ),"(1, 1, 0)",2,8.42,4,50,5,31.65,6,20,2
12917,anticalcaire,0,<anti<(calcaire),"(1, 1, 0)",18,9.51,4,88.8888888888888,2,0.38,8,50,2
