,item,freq,canon_segm,prs,ROOT_1_FamSize,ROOT_1_Freq,ROOT_1_Length,ROOT_1_PFMF,SUFF_1_FamSize,SUFF_1_Freq,SUFF_1_Length,SUFF_1_PFMF,SUFF_2_FamSize,SUFF_2_Freq,SUFF_2_Length,SUFF_2_PFMF,n_morphemes
30006,mystificateur,0.05,(myst)>ifier>>eur>,"(0, 1, 2)",5,6.60999999999999,4,60,27,49.0699999999999,5,77.7777777777777,501,2127.06,3,85.2295409181636,3
30007,mystification,0.16,(myst)>ifier>>ion>,"(0, 1, 2)",5,6.60999999999999,4,40,27,49.0699999999999,5,66.6666666666666,766,3498.54,3,86.0313315926893,3
30010,mysticisme,0.79,(myst)>ique>>isme>,"(0, 1, 2)",5,6.60999999999999,4,20,281,852.449999999999,4,53.7366548042704,91,100.85,4,38.4615384615384,3
30076,nationalisme,2.75,(nation)>al>>isme>,"(0, 1, 2)",7,90.4299999999999,6,71.4285714285714,200,1125.04,2,31.5,91,100.85,4,10.9890109890109,3
30077,nationaliste,3.09999999999999,(nation)>al>>iste>,"(0, 1, 2)",7,90.4299999999999,6,42.8571428571428,200,1125.04,2,27.5,119,322.749999999999,4,15.126050420168,3
30079,nationalité,2.77,(nation)>al>>ité>,"(0, 1, 2)",7,90.4299999999999,6,57.1428571428571,200,1125.04,2,31,334,1491.88,3,24.8502994011976,3
30080,nationalités,0.43,(nation)>al>>ités>,"(0, 1, 2)",7,90.4299999999999,6,85.7142857142857,200,1125.04,2,63,60,83.33,4,41.6666666666666,3
30083,nativité,0.14,(nat)>if>>ité>,"(0, 1, 2)",3,6.54999999999999,3,66.6666666666666,168,409.409999999999,2,73.2142857142857,334,1491.88,3,81.437125748503,3
30088,naturalisé,0.45,(nature)>el>>is[VB]>,"(0, 1, 2)",9,137.06,6,55.5555555555555,153,1103.39999999999,2,62.7450980392156,126,424.71,5,38.8888888888888,3
30089,naturaliste,0.95,(nature)>el>>iste>,"(0, 1, 2)",9,137.06,6,44.4444444444444,153,1103.39999999999,2,54.2483660130718,119,322.749999999999,4,34.453781512605,3
30092,naturellement,21.05,(nature)>el>>ment>,"(0, 1, 2)",9,137.06,6,22.2222222222222,153,1103.39999999999,2,6.5359477124183,919,5042.80999999999,4,4.57018498367791,3
30104,navigateur,2.2,(nav)>igu[VB]>>eur>,"(0, 1, 2)",4,16.5,3,75,2,9.29,6,50,501,2127.06,3,31.3373253493014,3
30106,navigation,3.25,(nav)>ig[VB]>>ion>,"(0, 1, 2)",4,16.5,3,50,1,3.25,5,0,766,3498.54,3,30.8093994778067,3
30121,nécessairement,3.31,(nécess)>aire>>ment>,"(0, 1, 2)",5,73.31,6,40,179,853.76,4,30.7262569832402,919,5042.80999999999,4,19.4776931447225,3
30127,nécessiteuses,0.04,(nécess)>ité>>eux>,"(0, 1, 2)",5,73.31,6,80,334,1491.88,3,87.125748502994,271,1027.7,3,82.6568265682656,3
30137,négativement,0.12,(négat)>if>>ment>,"(0, 1, 2)",5,26.51,5,80,168,409.409999999999,2,75.595238095238,919,5042.80999999999,4,77.5843307943416,3
30147,négligemment,0.04,(négliger)>ant/ent>>ment>,"(0, 1, 2)",5,13.61,8,80,522,3302.43999999999,7,85.4406130268199,919,5042.80999999999,4,85.4189336235038,3
30169,nerveusement,0.38,(nerf)>eux>>ment>,"(0, 1, 2)",10,144.63,4,60,271,1027.7,3,59.7785977859778,919,5042.80999999999,4,60.7181719260065,3
30172,nervosité,1.58,(nerf)>eux>>ité>,"(0, 1, 2)",10,144.63,4,30,271,1027.7,3,31.7343173431734,334,1491.88,3,37.4251497005988,3
30181,nettoyage,7.48,(net)>oy[VB]>>age>,"(0, 1, 2)",6,94.96,3,50,10,56.23,5,10,201,707.48,3,10.4477611940298,3
30193,neutralisait,4.25,(neutre)>al>>is[VB]>,"(0, 1, 2)",5,11.13,6,20,200,1125.04,2,22.5,126,424.71,5,11.1111111111111,3
30202,neutralité,0.46,(neutre)>al>>ité>,"(0, 1, 2)",5,11.13,6,40,200,1125.04,2,61.5,334,1491.88,3,66.4670658682634,3
30206,névrosée,0.61,(nerf)>ose>>é>,"(0, 1, 2)",10,144.63,4,50,9,12.7,3,66.6666666666666,57,846.24,1,49.1228070175438,3
30249,noisetier,1.13,(noix)>et>>ier>,"(0, 1, 2)",3,17.08,4,66.6666666666666,75,229.51,2,30.6666666666666,181,847.1,3,43.646408839779,3
30278,normalement,20.37,(norme)>al>>ment>,"(0, 1, 2)",6,172.03,5,16.6666666666666,200,1125.04,2,7.5,919,5042.80999999999,4,4.89662676822633,3
30280,normalien,0,(norme)>al>>ien>,"(0, 1, 2)",6,172.03,5,83.3333333333333,200,1125.04,2,96.5,66,291.01,3,93.9393939393939,3
30294,notamment,2.2,(note)>ant/ent>>ment>,"(0, 1, 2)",13,85.98,4,15.3846153846153,522,3302.43999999999,7,31.0344827586206,919,5042.80999999999,4,24.5919477693144,3
30296,notariat,0,(note)>aire>>at>,"(0, 1, 2)",13,85.98,4,76.9230769230769,179,853.76,4,97.7653631284916,36,166.91,2,94.4444444444444,3
30302,notification,0.37,(note)>ifier>>ion>,"(0, 1, 2)",13,85.98,4,53.8461538461538,27,49.0699999999999,5,48.1481481481481,766,3498.54,3,77.5456919060052,3
30306,notoriété,0.65,(note)>oire>>ité>,"(0, 1, 2)",13,85.98,4,46.1538461538461,47,114.259999999999,4,55.3191489361702,334,1491.88,3,58.9820359281437,3
30320,nourricier,0.32,(nourrir)>ice>>ier>,"(0, 1, 2)",6,97.74,7,83.3333333333333,17,312.58,3,88.235294117647,181,847.1,3,68.5082872928176,3
30338,nouveauté,4.23,(nouveau)>eau>>ité>,"(0, 1, 2)",12,677.34,7,25,29,436.9,3,34.4827586206896,334,1491.88,3,16.7664670658682,3
30343,nouvellement,0.27,(nouveau)>el>>ment>,"(0, 1, 2)",12,677.34,7,75,153,1103.39999999999,2,69.9346405228758,919,5042.80999999999,4,66.0500544069641,3
30368,numérisation,0.07,(numéro)>is[VB]>>ion>,"(0, 1, 2)",7,177.68,6,71.4285714285714,126,424.71,5,61.9047619047619,766,3498.54,3,90.3394255874673,3
30403,obligatoirement,1.13,(obliger)>oire>>ment>,"(0, 1, 2)",9,120.67,7,33.3333333333333,47,114.259999999999,4,44.6808510638297,919,5042.80999999999,4,38.7377584330794,3
30432,obscurcissement,0.11,(obscur)>[VB]>>ment>,"(0, 1, 2)",5,26.42,6,60,1600,25208.9699999999,2,74.8125,919,5042.80999999999,4,78.4548422198041,3
30463,obsessionnel,0.929999999999999,(obséder)>ion>>el>,"(0, 1, 2)",4,23.52,7,50,766,3498.54,3,61.2271540469973,153,1103.39999999999,2,54.9019607843137,3
30543,oeilleton,0,(oeil)>et>>on>,"(0, 1, 2)",5,101.119999999999,4,80,75,229.51,2,92,109,331.19,2,92.6605504587155,3
30555,officialise,0.03,(office)>el>>is[VB]>,"(0, 1, 2)",7,103.13,6,85.7142857142857,153,1103.39999999999,2,84.9673202614379,126,424.71,5,68.2539682539682,3
30559,officiellement,10.41,(office)>el>>ment>,"(0, 1, 2)",7,103.13,6,28.5714285714285,153,1103.39999999999,2,12.4183006535947,919,5042.80999999999,4,8.16104461371055,3
30564,officieusement,1.13,(offici)>euse>>ment>,"(0, 1, 2)",1,1.13,6,0,14,20.61,4,50,919,5042.80999999999,4,38.7377584330794,3
30588,ombrageux,0.31,(ombre)>age>>eux>,"(0, 1, 2)",6,49.19,5,66.6666666666666,201,707.48,3,64.6766169154229,271,1027.7,3,64.5756457564575,3
30609,ondulants,0.01,(onde)>ul[VB]>>ant/ent>,"(0, 1, 2)",9,23.73,4,66.6666666666666,3,2.08,5,66.6666666666666,522,3302.43999999999,7,90.9961685823754,3
30610,ondulation,0.26,(onde)>ul[VB]>>ion>,"(0, 1, 2)",9,23.73,4,44.4444444444444,3,2.08,5,33.3333333333333,766,3498.54,3,82.7676240208877,3
30626,opérationnel,4.82,(opérer)>ion>>el>,"(0, 1, 2)",11,118.81,6,45.4545454545454,766,3498.54,3,21.8015665796344,153,1103.39999999999,2,23.5294117647058,3
30640,opiniâtreté,0.01,(opin)>âtre>>ité>,"(0, 1, 2)",4,34.41,4,75,14,1.49,4,92.8571428571428,334,1491.88,3,91.6167664670658,3
30695,orbital,0.28,(orb)>ité>>al>,"(0, 1, 2)",2,0.29,3,0,334,1491.88,3,74.5508982035928,200,1125.04,2,71.5,3
30697,orbiter,0.01,(orb)>ité>>[VB]>,"(0, 1, 2)",2,0.29,3,50,334,1491.88,3,91.6167664670658,1600,25208.9699999999,2,86.3125,3
30700,ordinairement,0.21,(ordonner)>aire>>ment>,"(0, 1, 2)",6,73.78,8,83.3333333333333,179,853.76,4,80.4469273743016,919,5042.80999999999,4,70.1849836779107,3
30705,ordonnance,9.72,(ordre)>[VB]>>nce>,"(0, 1, 2)",8,279.32,5,25,1600,25208.9699999999,2,18.5625,213,1491.29,3,18.7793427230046,3
30708,ordonnateurs,0,(ordre)>[VB]>>eur>,"(0, 1, 2)",8,279.32,5,87.5,1600,25208.9699999999,2,91.125,501,2127.06,3,93.4131736526946,3
30742,orgueilleusement,0.14,(orgueil)>eux>>ment>,"(0, 1, 2)",3,14.02,7,66.6666666666666,271,1027.7,3,73.0627306273062,919,5042.80999999999,4,74.537540805223,3
30747,orientaliste,0.01,(orient)>al>>iste>,"(0, 1, 2)",6,13.98,6,83.3333333333333,200,1125.04,2,93,119,322.749999999999,4,89.9159663865546,3
30759,originalité,1.34,(origine)>al>>ité>,"(0, 1, 2)",5,58.5899999999999,7,80,200,1125.04,2,44,334,1491.88,3,40.7185628742515,3
30771,ornementale,0.02,(orner)>ment>>al>,"(0, 1, 2)",5,3.80999999999999,5,60,919,5042.80999999999,4,88.683351468988,200,1125.04,2,90.5,3
30772,ornementations,0,(orner)>ment>>ion>,"(0, 1, 2)",5,3.80999999999999,5,80,919,5042.80999999999,4,93.4711643090315,766,3498.54,3,96.6057441253263,3
30863,outragé,0.53,(outrer)>age>>[VB]>,"(0, 1, 2)",4,1.63,6,0,201,707.48,3,57.7114427860696,1600,25208.9699999999,2,60.4375,3
30881,ouvragé,0.02,(ouvrer)>age>>[VB]>,"(0, 1, 2)",5,35.75,6,80,201,707.48,3,82.5870646766169,1600,25208.9699999999,2,83.4375,3
30914,pacificateur,5.02,(paix)>ifier>>eur>,"(0, 1, 2)",9,173.12,4,33.3333333333333,27,49.0699999999999,5,14.8148148148148,501,2127.06,3,14.9700598802395,3
30919,pacifique,4.32,(paix)>if>>ique>,"(0, 1, 2)",9,173.12,4,44.4444444444444,168,409.409999999999,2,17.2619047619047,281,852.449999999999,4,18.5053380782918,3
30934,paillardise,0.16,(paille)>ard>>ise>,"(0, 1, 2)",9,13.53,6,44.4444444444444,52,113.07,3,69.2307692307692,13,75.3999999999999,3,76.9230769230769,3
30938,paillasson,0.93,(paille)>asse>>on>,"(0, 1, 2)",9,13.53,6,22.2222222222222,14,39.9,4,35.7142857142857,109,331.19,2,52.2935779816513,3
30943,paisiblement,2.1,(paix)>able>>ment>,"(0, 1, 2)",9,173.12,4,55.5555555555555,313,1042.69,4,27.4760383386581,919,5042.80999999999,4,25.1360174102285,3
30996,paperasserie,1.05,(paper)>asse>>erie>,"(0, 1, 2)",2,5.85,5,50,14,39.9,4,28.5714285714285,109,267.479999999999,4,39.4495412844036,3
31019,paradoxalement,0.22,(paradox)>al>>ment>,"(0, 1, 2)",2,0.99,7,50,200,1125.04,2,74.5,919,5042.80999999999,4,69.6409140369967,3
31104,paresseusement,0.01,(paresse)>eux>>ment>,"(0, 1, 2)",3,11.03,7,66.6666666666666,271,1027.7,3,88.9298892988929,919,5042.80999999999,4,90.0979325353645,3
31139,parlementariste,0,(parlement)>aire>>iste>,"(0, 1, 2)",2,1.05,9,50,179,853.76,4,97.7653631284916,119,322.749999999999,4,98.3193277310924,3
31201,partialité,0.25,(partir)>el>>ité>,"(0, 1, 2)",15,1760.78999999999,6,73.3333333333333,153,1103.39999999999,2,72.5490196078431,334,1491.88,3,76.9461077844311,3
31213,particularité,0.82,(particule)>ier>>ité>,"(0, 1, 2)",5,57.56,9,60,181,847.1,3,54.1436464088397,334,1491.88,3,53.8922155688622,3
31214,particularités,0.34,(particule)>ier>>ités>,"(0, 1, 2)",5,57.56,9,80,181,847.1,3,67.403314917127,60,83.33,4,50,3
31216,particulièrement,14.78,(particule)>ier>>ment>,"(0, 1, 2)",5,57.56,9,20,181,847.1,3,7.73480662983425,919,5042.80999999999,4,5.9847660500544,3
31220,partiellement,1.03,(partir)>el>>ment>,"(0, 1, 2)",15,1760.78999999999,6,60,153,1103.39999999999,2,51.6339869281045,919,5042.80999999999,4,40.9140369967355,3
31270,passablement,0.51,(passe)>able>>ment>,"(0, 1, 2)",10,92.53,5,70,313,1042.69,4,61.6613418530351,919,5042.80999999999,4,55.3862894450489,3
31272,passager,24.06,(passe)>age>>er>,"(0, 1, 2)",10,92.53,5,10,201,707.48,3,1.49253731343283,37,316.04,2,5.4054054054054,3
31340,paternaliste,0.16,(père)>el>>iste>,"(0, 1, 2)",6,905.68,4,83.3333333333333,153,1103.39999999999,2,75.1633986928104,119,322.749999999999,4,65.5462184873949,3
31376,patriotique,1.94,(patrie)>ot>>ique>,"(0, 1, 2)",7,38.8899999999999,6,57.1428571428571,32,58.0999999999999,2,34.375,281,852.449999999999,4,29.8932384341637,3
31378,patriotisme,2.54,(patrie)>ot>>isme>,"(0, 1, 2)",7,38.8899999999999,6,42.8571428571428,32,58.0999999999999,2,15.625,91,100.85,4,12.087912087912,3
31484,peinturlurés,0.05,(peint)>ure>>lur[VB]>,"(0, 1, 2)",5,45.8499999999999,5,80,122,595.65,3,87.7049180327868,1,0.05,6,0,3
31507,pénalisaient,0.2,(pén)>al>>is[VB]>,"(0, 1, 2)",4,4.58,3,50,200,1125.04,2,76,126,424.71,5,50,3
31510,pénalité,0.6,(pén)>al>>ité>,"(0, 1, 2)",4,4.58,3,25,200,1125.04,2,57.4999999999999,334,1491.88,3,60.4790419161676,3
31540,pendouillant,0.32,(pendre)>ouille>>[VB]>,"(0, 1, 2)",9,374.139999999999,6,77.7777777777777,7,0.43,6,0,1600,25208.9699999999,2,65.75,3
31567,pénitencier,2.04,(penit)>nce>>ier>,"(0, 1, 2)",1,2.04,5,0,213,1491.29,3,40.37558685446,181,847.1,3,30.939226519337,3
31603,pensivement,0.01,(penser)>if>>ment>,"(0, 1, 2)",7,1549.17,6,85.7142857142857,168,409.409999999999,2,88.095238095238,919,5042.80999999999,4,90.0979325353645,3
31610,pépiniéristes,0.01,(pépin)>iér>>iste>,"(0, 1, 2)",3,5.60999999999999,5,66.6666666666666,1,0.01,3,0,119,322.749999999999,4,89.9159663865546,3
31682,perfectionné,1.74,(parfait)>ion>>[VB]>,"(0, 1, 2)",10,182.27,7,40,766,3498.54,3,45.1697127937336,1600,25208.9699999999,2,42.6875,3
31683,perfectionnement,0.3,(parfait)>ion>>ment>,"(0, 1, 2)",10,182.27,7,70,766,3498.54,3,81.0704960835509,919,5042.80999999999,4,64.5266594124047,3
31685,perfectionnistes,0.12,(parfait)>ion>>iste>,"(0, 1, 2)",10,182.27,7,80,766,3498.54,3,88.3812010443864,119,322.749999999999,4,68.0672268907563,3
31699,périodiquement,0.17,(période)>ique>>ment>,"(0, 1, 2)",3,26.02,7,66.6666666666666,281,852.449999999999,4,77.2241992882562,919,5042.80999999999,4,71.70837867247,3
31735,permissionnaires,0.14,(permiss)>ion>>aire>,"(0, 1, 2)",2,1.21,7,50,766,3498.54,3,86.9451697127937,179,853.76,4,83.7988826815642,3
31748,perpétuellement,0.26,(perpétuer)>el>>ment>,"(0, 1, 2)",4,8.1,9,75,153,1103.39999999999,2,71.2418300653594,919,5042.80999999999,4,67.2470076169749,3
31780,personnalisaient,0.27,(personne)>el>>is[VB]>,"(0, 1, 2)",8,1026.06,8,87.5,153,1103.39999999999,2,69.9346405228758,126,424.71,5,47.6190476190476,3
31782,personnalité,13.85,(personne)>el>>ité>,"(0, 1, 2)",8,1026.06,8,50,153,1103.39999999999,2,9.15032679738562,334,1491.88,3,6.58682634730539,3
31783,personnalités,3.04,(personne)>el>>ités>,"(0, 1, 2)",8,1026.06,8,62.5,153,1103.39999999999,2,34.6405228758169,60,83.33,4,8.33333333333333,3
31786,personnellement,18.39,(personne)>el>>ment>,"(0, 1, 2)",8,1026.06,8,37.5,153,1103.39999999999,2,7.18954248366013,919,5042.80999999999,4,5.33188248095756,3
31820,pesamment,0,(peser)>ant/ent>>ment>,"(0, 1, 2)",7,27.17,5,71.4285714285714,522,3302.43999999999,7,93.2950191570881,919,5042.80999999999,4,93.4711643090315,3
31824,pesanteur,1.12,(peser)>ant/ent>>eur>,"(0, 1, 2)",7,27.17,5,28.5714285714285,522,3302.43999999999,7,44.0613026819923,501,2127.06,3,46.7065868263473,3
31838,pestilentielles,0.3,(peste)>ilent>>el>,"(0, 1, 2)",5,19.41,5,40,1,0.3,5,0,153,1103.39999999999,2,69.2810457516339,3
31847,pétillement,0.01,(pét)>iller>>ment>,"(0, 1, 2)",6,16.44,3,83.3333333333333,6,3.80999999999999,5,66.6666666666666,919,5042.80999999999,4,90.0979325353645,3
31876,pharmaceutique,1.48,(pharmacie)>eut>>ique2>,"(0, 1, 2)",3,15.1,9,66.6666666666666,4,6.61,3,25,1,1.48,5,0,3
31960,piétinement,0.09,(pied)>in[VB]>>ment>,"(0, 1, 2)",8,223.09,4,75,6,8.26,5,66.6666666666666,919,5042.80999999999,4,81.2840043525571,3
31964,piétonnier,0.02,(pied)>on>>ier>,"(0, 1, 2)",8,223.09,4,87.5,109,331.19,2,86.2385321100917,181,847.1,3,91.1602209944751,3
32046,piquetage,0,(piquer)>et>>age>,"(0, 1, 2)",10,75.3199999999999,6,70,75,229.51,2,92,201,707.48,3,91.5422885572139,3
32047,piquetés,0,(piquer)>et>>[VB]>,"(0, 1, 2)",10,75.3199999999999,6,70,75,229.51,2,92,1600,25208.9699999999,2,91.125,3
32058,ponctualité,1.01,(ponctu)>el>>ité>,"(0, 1, 2)",2,1.27,6,0,153,1103.39999999999,2,53.59477124183,334,1491.88,3,46.1077844311377,3
32064,ponctuellement,0.26,(ponctu)>el>>ment>,"(0, 1, 2)",2,1.27,6,50,153,1103.39999999999,2,71.2418300653594,919,5042.80999999999,4,67.2470076169749,3
32078,popularité,2.03,(popul)>aire>>ité>,"(0, 1, 2)",6,38.6,5,33.3333333333333,179,853.76,4,47.486033519553,334,1491.88,3,31.1377245508982,3
32160,positivement,1.58,(posit)>if>>ment>,"(0, 1, 2)",4,17.04,5,25,168,409.409999999999,2,35.1190476190476,919,5042.80999999999,4,31.1207834602829,3
32161,positiver,0.23,(posit)>if>>[VB]>,"(0, 1, 2)",4,17.04,5,75,168,409.409999999999,2,67.8571428571428,1600,25208.9699999999,2,68.25,3
32202,potentiellement,1.12,(potent)>el>>ment>,"(0, 1, 2)",3,11.43,6,33.3333333333333,153,1103.39999999999,2,50.3267973856209,919,5042.80999999999,4,39.1730141458106,3
32211,poudroiement,0,(poudre)>oy[VB]>>ment>,"(0, 1, 2)",8,23.9499999999999,6,75,10,56.23,5,90,919,5042.80999999999,4,93.4711643090315,3
32217,poulailler,2.43,(poule)>aille>>er>,"(0, 1, 2)",4,83.81,5,75,23,42.56,5,26.0869565217391,37,316.04,2,51.3513513513513,3
32223,pouponnière,0.2,(poup)>on>>ère>,"(0, 1, 2)",2,0.2,4,0,109,331.19,2,71.5596330275229,49,86.54,3,73.469387755102,3
32328,précieusement,0.44,(prix)>eux>>ment>,"(0, 1, 2)",10,227.819999999999,4,50,271,1027.7,3,56.8265682656826,919,5042.80999999999,4,57.9978237214363,3
32330,préciosité,0.02,(prix)>eux>>ité>,"(0, 1, 2)",10,227.819999999999,4,70,271,1027.7,3,86.3468634686346,334,1491.88,3,88.9221556886227,3
32336,précipitamment,0.99,(précipiter)>ant/ent>>ment>,"(0, 1, 2)",4,17.0099999999999,10,75,522,3302.43999999999,7,47.5095785440613,919,5042.80999999999,4,42.2198041349292,3
32396,préférentiel,0.06,(préfér)>ant/ent>>el>,"(0, 1, 2)",1,0.06,6,0,522,3302.43999999999,7,82.375478927203,153,1103.39999999999,2,82.3529411764705,3
32558,présidentiable,0.04,(présider)>ant/ent>>able>,"(0, 1, 2)",5,155.749999999999,8,80,522,3302.43999999999,7,85.4406130268199,313,1042.69,4,86.5814696485623,3
32559,présidentiel,4.1,(présider)>ant/ent>>el>,"(0, 1, 2)",5,155.749999999999,8,40,522,3302.43999999999,7,21.647509578544,153,1103.39999999999,2,28.1045751633986,3
32712,principalement,3.6,(principe)>al>>ment>,"(0, 1, 2)",3,74.5599999999999,8,66.6666666666666,200,1125.04,2,25.5,919,5042.80999999999,4,18.3895538628944,3
32736,privatisation,0.41,(priver)>is[VB]>>ion>,"(0, 1, 2)",4,70.3399999999999,6,50,126,424.71,5,41.2698412698412,766,3498.54,3,76.2402088772846,3
32767,prochainement,0.86,(proche)>ain>>ment>,"(0, 1, 2)",6,430.48,6,83.3333333333333,31,805.679999999999,3,64.516129032258,919,5042.80999999999,4,45.157780195865,3
32793,prodigieusement,0.67,(prodige)>eux>>ment>,"(0, 1, 2)",3,10.15,7,66.6666666666666,271,1027.7,3,48.3394833948339,919,5042.80999999999,4,48.6398258977149,3
32833,professionnel,36.3799999999999,(professer)>ion>>el>,"(0, 1, 2)",6,146.829999999999,9,16.6666666666666,766,3498.54,3,1.56657963446475,153,1103.39999999999,2,3.26797385620915,3
32881,progressivement,1.44,(progrès)>if>>ment>,"(0, 1, 2)",5,30.66,7,60,168,409.409999999999,2,39.8809523809523,919,5042.80999999999,4,33.5146898803046,3
33024,prudemment,2.76,(prud)>ant/ent>>ment>,"(0, 1, 2)",7,52.87,4,42.8571428571428,522,3302.43999999999,7,27.9693486590038,919,5042.80999999999,4,21.0010881392818,3
33027,psychiatrique,7.68,(psycho)>iatr>>ique>,"(0, 1, 2)",19,70.56,6,21.0526315789473,2,11.27,4,0,281,852.449999999999,4,10.6761565836298,3
33039,publicitaire,2.62,(publi)>ité>>aire>,"(0, 1, 2)",2,2.62,5,0,334,1491.88,3,26.3473053892215,179,853.76,4,37.9888268156424,3
33049,pudiquement,0.02,(pudeur)>ique>>ment>,"(0, 1, 2)",7,8.43,6,85.7142857142857,281,852.449999999999,4,87.5444839857651,919,5042.80999999999,4,88.683351468988,3
33063,puissamment,0.18,(pouvoir)>ant/ent>>ment>,"(0, 1, 2)",7,4947.27,7,85.7142857142857,522,3302.43999999999,7,73.9463601532567,919,5042.80999999999,4,71.3819368879216,3
33089,purificatoire,0,(pur)>ifier>>oire>,"(0, 1, 2)",10,77.95,3,90,27,49.0699999999999,5,81.4814814814814,47,114.259999999999,4,91.4893617021276,3
33099,quadruplé,0.06,(quatre)>ple>>[VB]>,"(0, 1, 2)",9,167.99,6,77.7777777777777,5,7.91,3,60,1600,25208.9699999999,2,77.3125,3
33223,radicalement,0.99,(radic)>al>>ment>,"(0, 1, 2)",4,7.98999999999999,5,25,200,1125.04,2,50,919,5042.80999999999,4,42.2198041349292,3
33264,rageusement,0.03,(rage)>eur>>ment>,"(0, 1, 2)",5,25.75,4,80,501,2127.06,3,86.2275449101796,919,5042.80999999999,4,86.7247007616974,3
33271,raidissait,0,(raide)>[VB]>>ait>,"(0, 1, 2)",4,15.0999999999999,5,75,1600,25208.9699999999,2,91.125,1,0,3,0,3
33278,raisonnablement,1.03,(raison)>able>>ment>,"(0, 1, 2)",13,512.439999999999,6,46.1538461538461,313,1042.69,4,46.0063897763578,919,5042.80999999999,4,40.9140369967355,3
33516,rationalisé,0.01,(raison)>el>>is[VB]>,"(0, 1, 2)",13,512.439999999999,6,76.9230769230769,153,1103.39999999999,2,88.235294117647,126,424.71,5,75.3968253968253,3
33649,réceptionnent,0.14,(recevoir)>ion>>[VB]>,"(0, 1, 2)",8,237.339999999999,8,75,766,3498.54,3,86.9451697127937,1600,25208.9699999999,2,72.5625,3
34060,régentant,0.67,(régir)>ant/ent>>[VB]>,"(0, 1, 2)",6,7.12,5,50,522,3302.43999999999,7,54.4061302681992,1600,25208.9699999999,2,57.125,3
34125,régulièrement,5.72,(règle)>ier>>ment>,"(0, 1, 2)",14,215.01,5,35.7142857142857,181,847.1,3,14.9171270718232,919,5042.80999999999,4,13.0576713819368,3
34182,relativement,4.48,(relation)>if>>ment>,"(0, 1, 2)",4,83.06,8,25,168,409.409999999999,2,16.0714285714285,919,5042.80999999999,4,15.778019586507,3
34220,religieusement,0.8,(religion)>eux>>ment>,"(0, 1, 2)",3,45.2899999999999,8,66.6666666666666,271,1027.7,3,43.9114391143911,919,5042.80999999999,4,46.3547334058759,3
34681,réquisitionné,0.8,(requis)>ion>>[VB]>,"(0, 1, 2)",1,0.8,6,0,766,3498.54,3,63.9686684073107,1600,25208.9699999999,2,54.9374999999999,3
34747,respectivement,0.16,(respect)>if>>ment>,"(0, 1, 2)",9,132.67,7,77.7777777777777,168,409.409999999999,2,70.8333333333333,919,5042.80999999999,4,72.7965179542981,3
34749,respectueusement,0.79,(respect)>eux>>ment>,"(0, 1, 2)",9,132.67,7,66.6666666666666,271,1027.7,3,44.6494464944649,919,5042.80999999999,4,46.4635473340587,3
35126,rêveusement,0.1,(rêve)>eur>>ment>,"(0, 1, 2)",6,287.83,4,83.3333333333333,501,2127.06,3,80.6387225548902,919,5042.80999999999,4,79.8694232861806,3
35189,rigoureusement,0.23,(rigueur)>eux>>ment>,"(0, 1, 2)",3,7.04,7,66.6666666666666,271,1027.7,3,69.0036900369003,919,5042.80999999999,4,68.879216539717,3
35224,rituellement,0.14,(rite)>el>>ment>,"(0, 1, 2)",3,17.68,4,66.6666666666666,153,1103.39999999999,2,75.8169934640522,919,5042.80999999999,4,74.537540805223,3
35343,royalement,0.83,(roi)>al>>ment>,"(0, 1, 2)",5,230.27,3,60,200,1125.04,2,52,919,5042.80999999999,4,45.4842219804134,3
35497,sanguinaire,2.14,(sang)>in>>aire>,"(0, 1, 2)",9,354.92,4,44.4444444444444,30,109.48,2,16.6666666666666,179,853.76,4,44.1340782122905,3
35567,savamment,0.03,(savoir)>ant/ent>>ment>,"(0, 1, 2)",3,4134.43999999999,6,66.6666666666666,522,3302.43999999999,7,87.7394636015325,919,5042.80999999999,4,86.7247007616974,3
35601,scientifiquement,2.22,(science)>ifique>>ment>,"(0, 1, 2)",3,66.85,7,66.6666666666666,2,33.8799999999999,6,50,919,5042.80999999999,4,24.3743199129488,3
35614,scrupuleusement,0.56,(scrupule)>eux>>ment>,"(0, 1, 2)",3,7.96,8,66.6666666666666,271,1027.7,3,53.1365313653136,919,5042.80999999999,4,52.6659412404787,3
35686,sélectionné,2.11,(sélect)>ion>>[VB]>,"(0, 1, 2)",6,6.92,6,16.6666666666666,766,3498.54,3,40.0783289817232,1600,25208.9699999999,2,39.3125,3
35719,sensibilisait,0.01,(sentir)>able>>is[VB]>,"(0, 1, 2)",28,914.42,6,89.2857142857142,313,1042.69,4,91.3738019169329,126,424.71,5,75.3968253968253,3
35722,sensiblement,0.13,(sentir)>able>>ment>,"(0, 1, 2)",28,914.42,6,78.5714285714285,313,1042.69,4,81.1501597444089,919,5042.80999999999,4,76.6050054406964,3
35725,sentencieusement,0,(sentence)>eux>>ment>,"(0, 1, 2)",3,7.73999999999999,8,66.6666666666666,271,1027.7,3,93.7269372693726,919,5042.80999999999,4,93.4711643090315,3
35793,sexuellement,4.61,(sexe)>el>>ment>,"(0, 1, 2)",13,124.35,4,38.4615384615384,153,1103.39999999999,2,25.4901960784313,919,5042.80999999999,4,15.233949945593,3
